Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,ï»¿
twi_clips\twi_clip_002.wav,ï»¿
twi_clips\twi_clip_003.wav,Kojo Butan likes cleaning.
twi_clips\twi_clip_004.wav,Recently I heard he went to visit his inlaw to be.
twi_clips\twi_clip_005.wav,"His inlaw to be, prapred yam and served him."
twi_clips\twi_clip_006.wav,Kojo said he’s full.
twi_clips\twi_clip_007.wav,Of course he was full.
twi_clips\twi_clip_008.wav,Meanwhile he was hungry.
twi_clips\twi_clip_009.wav,The woman went into the Kitchen
twi_clips\twi_clip_010.wav,Upon her return she saw Kojo took a slice of yam into his mouth.
twi_clips\twi_clip_011.wav,ï»¿
twi_clips\twi_clip_012.wav,Kojo said he was perceiving the aroma.
twi_clips\twi_clip_013.wav,The woman replied and said you are perceiving your mouth.
twi_clips\twi_clip_014.wav,Young lady where is the food?
twi_clips\twi_clip_015.wav,It's cooking.
twi_clips\twi_clip_016.wav,For what reason.
twi_clips\twi_clip_017.wav,ï»¿
twi_clips\twi_clip_018.wav,It will be ready soon.
twi_clips\twi_clip_019.wav,Are you cooking a stone?
twi_clips\twi_clip_020.wav,This is what you do anytime I come here to eat.
twi_clips\twi_clip_021.wav,Do you want me to loose my appetite ?
twi_clips\twi_clip_022.wav,It will be ready soon.
twi_clips\twi_clip_023.wav,People will think I shouting if I do.
twi_clips\twi_clip_024.wav,I will shout on you.
twi_clips\twi_clip_025.wav,Spokesperson calm down.
twi_clips\twi_clip_026.wav,This is what they do whenever I come her to eat.
twi_clips\twi_clip_027.wav,Do you think I will come here and eat if not for the love I have for you?
twi_clips\twi_clip_028.wav,I won't eat here again. - It hasn't come to that.
twi_clips\twi_clip_029.wav,ï»¿
twi_clips\twi_clip_030.wav,ï»¿
twi_clips\twi_clip_031.wav,ï»¿
twi_clips\twi_clip_032.wav,Look at how head Sugared she's behaving.
twi_clips\twi_clip_033.wav,I hope you didn't fall into any trouble?
twi_clips\twi_clip_034.wav,"No mom,"
twi_clips\twi_clip_035.wav,It's said a true Princess is the one who’s father is still alive.
twi_clips\twi_clip_036.wav,Queen mother she's a true beauty by birth.
twi_clips\twi_clip_037.wav,I gave birth to her in the light of day.
twi_clips\twi_clip_038.wav,She's a light of day.
twi_clips\twi_clip_039.wav,Look at her laughter.
twi_clips\twi_clip_040.wav,I will shout at you with joy if you give me that laughter.
twi_clips\twi_clip_041.wav,
twi_clips\twi_clip_042.wav,I will shout at you now.
twi_clips\twi_clip_043.wav,The truth is that she;s beautiful.
twi_clips\twi_clip_044.wav,I will be hurt if someone marries her.
twi_clips\twi_clip_045.wav,ï»¿
twi_clips\twi_clip_046.wav,How
twi_clips\twi_clip_047.wav,ï»¿
twi_clips\twi_clip_048.wav,Just pay attention to the way I look at her.
twi_clips\twi_clip_049.wav,h o that too.
twi_clips\twi_clip_050.wav,She does that too.
twi_clips\twi_clip_051.wav,Am not that old.
twi_clips\twi_clip_052.wav,I was just browbeaten by sickness.
twi_clips\twi_clip_053.wav,'In what way?
twi_clips\twi_clip_054.wav,We have to take salaryffrom where we work.
twi_clips\twi_clip_055.wav,Spokesperson I know where you're going.
twi_clips\twi_clip_056.wav,Hdw?
twi_clips\twi_clip_057.wav,ï»¿
twi_clips\twi_clip_058.wav,ï»¿
twi_clips\twi_clip_059.wav,You always come here because of her.
twi_clips\twi_clip_060.wav,Don't get me wrong.
twi_clips\twi_clip_061.wav,Am happy whenever you come here.
twi_clips\twi_clip_062.wav,But stop praising her.
twi_clips\twi_clip_063.wav,"If she's the reason why you come here. You will be in my contention,"
twi_clips\twi_clip_064.wav,It hasn't gotten to that.
twi_clips\twi_clip_065.wav,She’s just a kid.
twi_clips\twi_clip_066.wav,You should be considering her your grand-daughter
twi_clips\twi_clip_067.wav,If you were married with children.
twi_clips\twi_clip_068.wav,ï»¿
twi_clips\twi_clip_069.wav,I've had disappontments.
twi_clips\twi_clip_070.wav,"Don't focus on her,she's a kid."
twi_clips\twi_clip_071.wav,ï»¿
twi_clips\twi_clip_072.wav,I can't dp that.
twi_clips\twi_clip_073.wav,If this matter will make me loose the food let's end it n
twi_clips\twi_clip_074.wav,may shout at you.
twi_clips\twi_clip_075.wav,I can shout at you out of pain for not eating the food.
twi_clips\twi_clip_076.wav,Bring my daughter food.
twi_clips\twi_clip_077.wav,ï»¿
twi_clips\twi_clip_078.wav,Arrr
twi_clips\twi_clip_079.wav,<» -
twi_clips\twi_clip_080.wav,What li ate last time was not well cooked.
twi_clips\twi_clip_081.wav,ï»¿
twi_clips\twi_clip_082.wav,ï»¿
twi_clips\twi_clip_083.wav,Why're you> sleeping here ? I was waiting for you inside?
twi_clips\twi_clip_084.wav,ï»¿
twi_clips\twi_clip_085.wav,I was enjoying the breeze when I fell asleep.
twi_clips\twi_clip_086.wav,Then let's go inside.
twi_clips\twi_clip_087.wav,Let me enjoy the breeze. -Haven;t you done that already?
twi_clips\twi_clip_088.wav,It's hot inside.
twi_clips\twi_clip_089.wav,My Lord let's go inside.
twi_clips\twi_clip_090.wav,"Go, I will come."
twi_clips\twi_clip_091.wav,Stop what you're doing.
twi_clips\twi_clip_092.wav,Have you given them food? -Yes I have
twi_clips\twi_clip_093.wav,I just came back from the farm. I even met Konti and his wife.
twi_clips\twi_clip_094.wav,On their way home.
twi_clips\twi_clip_095.wav,You know it's forbidden to go on the farm today.
twi_clips\twi_clip_096.wav,You could meet something evil.
twi_clips\twi_clip_097.wav,Has the fowls eaten?
twi_clips\twi_clip_098.wav,ï»¿
twi_clips\twi_clip_099.wav,Your food is ready and everything is set.
twi_clips\twi_clip_100.wav,ï»¿
twi_clips\twi_clip_101.wav,You go in I will join you.
twi_clips\twi_clip_102.wav,Today is a holiday. Nobody is busy.
twi_clips\twi_clip_103.wav,ï»¿
twi_clips\twi_clip_104.wav,You like dragging matters at times.
twi_clips\twi_clip_105.wav,ï»¿
twi_clips\twi_clip_106.wav,Exercise patience I will come inside.
twi_clips\twi_clip_107.wav,Take the lead.
twi_clips\twi_clip_108.wav,Let's go inside.
twi_clips\twi_clip_109.wav,Am tired let me rest here
twi_clips\twi_clip_110.wav,Your food is in the room.
twi_clips\twi_clip_111.wav,I will eat it later.
twi_clips\twi_clip_112.wav,I've just remembered something.
twi_clips\twi_clip_113.wav,There's a meeting at the Palace.
twi_clips\twi_clip_114.wav,When was that ?
twi_clips\twi_clip_115.wav,I just remembered.
twi_clips\twi_clip_116.wav,Didn't you just say today is holiday?
twi_clips\twi_clip_117.wav,I don't even understand his highness?
twi_clips\twi_clip_118.wav,Then don't go.
twi_clips\twi_clip_119.wav,"Don't go,don't go/"
twi_clips\twi_clip_120.wav,Why shouldn't 1/
twi_clips\twi_clip_121.wav,His higness will understand.
twi_clips\twi_clip_122.wav,No.
twi_clips\twi_clip_123.wav,He knows today is a Holiday so he will understand.
twi_clips\twi_clip_124.wav,Allow me to go and listen to him.
twi_clips\twi_clip_125.wav,Stop what you're doing.
twi_clips\twi_clip_126.wav,My love.
twi_clips\twi_clip_127.wav,Make sure you feed the cat.
twi_clips\twi_clip_128.wav,"The cat is hungry feed it,"
twi_clips\twi_clip_129.wav,What kind of life style is this.
twi_clips\twi_clip_130.wav,You refuse me morning afternoon and evening.
twi_clips\twi_clip_131.wav,I've made a mistake.
twi_clips\twi_clip_132.wav,Today again?
twi_clips\twi_clip_133.wav,Pokua why this behaviour? - What is it?
twi_clips\twi_clip_134.wav,Can’t you see what am doing?
twi_clips\twi_clip_135.wav,Can't you see am suffering?
twi_clips\twi_clip_136.wav,Am not disturbing or stalking you.
twi_clips\twi_clip_137.wav,Am doing this because of something.
twi_clips\twi_clip_138.wav,When will you realise my love for you ?
twi_clips\twi_clip_139.wav,Antwi I can be your friend and npthing beyond that.
twi_clips\twi_clip_140.wav,A friend ?
twi_clips\twi_clip_141.wav,I have a lot of friends. But I need a lover.
twi_clips\twi_clip_142.wav,Antwi I will tell my father if you don't care.
twi_clips\twi_clip_143.wav,Has ft come to that?
twi_clips\twi_clip_144.wav,Don't tell him.
twi_clips\twi_clip_145.wav,Pokua don't see me as a thorn in your flesh.
twi_clips\twi_clip_146.wav,I always dream about you and I farming and doing things together.
twi_clips\twi_clip_147.wav,We sometimes even catch different types of animals.
twi_clips\twi_clip_148.wav,Pokua how are you?-Am fine.
twi_clips\twi_clip_149.wav,Is your father at home? -No he's gone to the farm.
twi_clips\twi_clip_150.wav,What're you doing here?
twi_clips\twi_clip_151.wav,Is it not Antwi.
twi_clips\twi_clip_152.wav,What's going on?
twi_clips\twi_clip_153.wav,You know tradition demands a girl to go through
twi_clips\twi_clip_154.wav,puberty cleansing before marriage.
twi_clips\twi_clip_155.wav,That's our culture.
twi_clips\twi_clip_156.wav,He wants to have me even though I've not been cleansed.
twi_clips\twi_clip_157.wav,Me?
twi_clips\twi_clip_158.wav,Antwi what is it.?
twi_clips\twi_clip_159.wav,Don't you know the rules of this Village?
twi_clips\twi_clip_160.wav,ï»¿
twi_clips\twi_clip_161.wav,Never to sleep or marry or girl until she's cleansed?
twi_clips\twi_clip_162.wav,ï»¿
twi_clips\twi_clip_163.wav,I was talking to Pokua and I said Pokua you
twi_clips\twi_clip_164.wav,"know,let's go Jet's play...."
twi_clips\twi_clip_165.wav,I don't need your stories.
twi_clips\twi_clip_166.wav,You will be summond to the Palace.
twi_clips\twi_clip_167.wav,Since you know the tradition. You will come and give your answer.
twi_clips\twi_clip_168.wav,Has it come to that?
twi_clips\twi_clip_169.wav,Please let me weed for you to cancel the summons.
twi_clips\twi_clip_170.wav,I have employed a lot of labourers. I don't need your service.
twi_clips\twi_clip_171.wav,Let me pluck mangoes for you.
twi_clips\twi_clip_172.wav,Am leaving.
twi_clips\twi_clip_173.wav,No wonder you were walking gorgeously when I called you.
twi_clips\twi_clip_174.wav,The truth is that I like you.
twi_clips\twi_clip_175.wav,Everybody wants to live in peace.
twi_clips\twi_clip_176.wav,It's good to take good things home.
twi_clips\twi_clip_177.wav,I believe you know am the spokesperson in this Village?
twi_clips\twi_clip_178.wav,What I say is what comes to pass.
twi_clips\twi_clip_179.wav,ï»¿
twi_clips\twi_clip_180.wav,His'highness takes advise from me for the pe’ople.
twi_clips\twi_clip_181.wav,Am not bragging.
twi_clips\twi_clip_182.wav,I want to marry you and change your destiny.
twi_clips\twi_clip_183.wav,It's been two years now since the
twi_clips\twi_clip_184.wav,King asked me to get married. But I like bluffing.
twi_clips\twi_clip_185.wav,He gathered all the young women.
twi_clips\twi_clip_186.wav,in this Village for me to make a choice.
twi_clips\twi_clip_187.wav,I couldn't ‘find my choice.
twi_clips\twi_clip_188.wav,I didn't know our ancestors will bring you to me.
twi_clips\twi_clip_189.wav,You have to embrace your destiny now.
twi_clips\twi_clip_190.wav,I don’t love you am only doing you a favour.
twi_clips\twi_clip_191.wav,By marrying you.
twi_clips\twi_clip_192.wav,In order for you to have great people in your family.
twi_clips\twi_clip_193.wav,I don't know the people you have met in your life.
twi_clips\twi_clip_194.wav,I am a breakthrough for your family.
twi_clips\twi_clip_195.wav,I don't want you to think am bragging.
twi_clips\twi_clip_196.wav,I am counted among the rich in this Village.
twi_clips\twi_clip_197.wav,His highness chprishes me. He even takes loans from me.
twi_clips\twi_clip_198.wav,I .don't want to talk much.
twi_clips\twi_clip_199.wav,Is that so?
twi_clips\twi_clip_200.wav,I don't want-to talk too much.
twi_clips\twi_clip_201.wav,Am even suppose to be the King.
twi_clips\twi_clip_202.wav,Is that so?
twi_clips\twi_clip_203.wav,Please I beg you.
twi_clips\twi_clip_204.wav,You get up.
twi_clips\twi_clip_205.wav,Thank you.
twi_clips\twi_clip_206.wav,Please let go.
twi_clips\twi_clip_207.wav,Am a young man and just coming up.
twi_clips\twi_clip_208.wav,My future could be affpcted should my matter goes to the Palace.
twi_clips\twi_clip_209.wav,What you're saying is true.
twi_clips\twi_clip_210.wav,You know this and yet you tried
twi_clips\twi_clip_211.wav,to have your way with the girl.
twi_clips\twi_clip_212.wav,I have already taken the matter to the Palace.
twi_clips\twi_clip_213.wav,I beg you.
twi_clips\twi_clip_214.wav,This will serve as a deterrent for other young men like you.
