Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,"﻿I

(

4"
twi_clips\twi_clip_002.wav,﻿I don't know who raped me.
twi_clips\twi_clip_003.wav,﻿I didn't see the person.
twi_clips\twi_clip_004.wav,﻿Whoever it was.
twi_clips\twi_clip_005.wav,﻿I woke up and realized I've been defiled.
twi_clips\twi_clip_006.wav,"﻿fill w#

I woke up and realized I've been defiled."
twi_clips\twi_clip_007.wav,﻿So who has done such an atrocious thing to me?
twi_clips\twi_clip_008.wav,﻿ft#ltB
twi_clips\twi_clip_009.wav,﻿You're going to cry and make yourself sick.
twi_clips\twi_clip_010.wav,﻿I wTbh I were sick.
twi_clips\twi_clip_011.wav,﻿To wake up and realize you've been defiled without knowing whom by?
twi_clips\twi_clip_012.wav,﻿Whether the person is sick or whatever!
twi_clips\twi_clip_013.wav,﻿Which alcohol?
twi_clips\twi_clip_014.wav,﻿Do I drink?
twi_clips\twi_clip_015.wav,﻿I was tired!
twi_clips\twi_clip_016.wav,﻿We keep labouring from morning till evening!
twi_clips\twi_clip_017.wav,﻿I was tired but I felt somebody's hands on me.
twi_clips\twi_clip_018.wav,﻿I woke up and found semen.
twi_clips\twi_clip_019.wav,﻿I'll kill myself I don't find who did this!
twi_clips\twi_clip_020.wav,﻿I'll poison myself!
twi_clips\twi_clip_021.wav,﻿Did you people pay somebody to do this?
twi_clips\twi_clip_022.wav,﻿Did you pay somebody to sleep with me?
twi_clips\twi_clip_023.wav,﻿You're bad people!
twi_clips\twi_clip_024.wav,﻿You're bad people!
twi_clips\twi_clip_025.wav,﻿I can't be your friend-!
twi_clips\twi_clip_026.wav,﻿Do you really think we can do this to you?
twi_clips\twi_clip_027.wav,﻿How can we pay someone to do this?
twi_clips\twi_clip_028.wav,﻿We live together.
twi_clips\twi_clip_029.wav,﻿as it the madman Abrafi said almost raped her two weeks ago.
twi_clips\twi_clip_030.wav,﻿
twi_clips\twi_clip_031.wav,﻿A mad man?
twi_clips\twi_clip_032.wav,﻿God will punish you!
twi_clips\twi_clip_033.wav,﻿A madman slept with me?
twi_clips\twi_clip_034.wav,﻿You're bad people!
twi_clips\twi_clip_035.wav,﻿You paid someone to sleep with me.
twi_clips\twi_clip_036.wav,﻿How can we pay someone to do this?
twi_clips\twi_clip_037.wav,﻿Let go of me!
twi_clips\twi_clip_038.wav,﻿Let go of me!
