Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿^»
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿
twi_clips\twi_clip_008.wav,﻿
twi_clips\twi_clip_009.wav,﻿-^
twi_clips\twi_clip_010.wav,﻿She's not dead.
twi_clips\twi_clip_011.wav,﻿Nana Akua get up.
twi_clips\twi_clip_012.wav,﻿Take it easy.
twi_clips\twi_clip_013.wav,﻿
twi_clips\twi_clip_014.wav,﻿
twi_clips\twi_clip_015.wav,﻿
twi_clips\twi_clip_016.wav,﻿
twi_clips\twi_clip_017.wav,﻿
twi_clips\twi_clip_018.wav,﻿Nana Akua I adviced you.
twi_clips\twi_clip_019.wav,﻿
twi_clips\twi_clip_020.wav,﻿Nana Akua get up.
twi_clips\twi_clip_021.wav,﻿Nana Akua get up.
twi_clips\twi_clip_022.wav,"﻿ft -^

r"
twi_clips\twi_clip_023.wav,﻿
twi_clips\twi_clip_024.wav,﻿
twi_clips\twi_clip_025.wav,﻿Mother/
twi_clips\twi_clip_026.wav,﻿Mom/
twi_clips\twi_clip_027.wav,﻿How are you ? - Am fine.
twi_clips\twi_clip_028.wav,﻿Who are you ?
twi_clips\twi_clip_029.wav,﻿
twi_clips\twi_clip_030.wav,﻿
twi_clips\twi_clip_031.wav,﻿It's me Na ria Yaw/
twi_clips\twi_clip_032.wav,﻿
twi_clips\twi_clip_033.wav,﻿Your son Yaw.
twi_clips\twi_clip_034.wav,﻿
twi_clips\twi_clip_035.wav,﻿It's me Yaw.
twi_clips\twi_clip_036.wav,﻿
twi_clips\twi_clip_037.wav,﻿
twi_clips\twi_clip_038.wav,"﻿It's been long.

- Don't curse a missing person."
twi_clips\twi_clip_039.wav,﻿Yaw it'as been long where have you been ?
twi_clips\twi_clip_040.wav,﻿Where did you go ?
twi_clips\twi_clip_041.wav,﻿
twi_clips\twi_clip_042.wav,﻿I travelled to Kumasi.
twi_clips\twi_clip_043.wav,﻿Kumerica for that matter.
twi_clips\twi_clip_044.wav,﻿So you've been in Kumasi all this while?
twi_clips\twi_clip_045.wav,﻿You left when you were young I can't even recognise you.
twi_clips\twi_clip_046.wav,﻿If not for the mention of your name I won't Recognise you
twi_clips\twi_clip_047.wav,"﻿How i§ home ? - Home, is well."
twi_clips\twi_clip_048.wav,﻿Where's my sister ? - She’s gone out.
twi_clips\twi_clip_049.wav,﻿
twi_clips\twi_clip_050.wav,﻿She goes out and comes back every 3 days.
twi_clips\twi_clip_051.wav,﻿I don't even know her whereabouts
twi_clips\twi_clip_052.wav,﻿Are those necklaces not heavy on your neck ?
twi_clips\twi_clip_053.wav,﻿That's the way of life in Kumerica.
twi_clips\twi_clip_054.wav,﻿
twi_clips\twi_clip_055.wav,﻿Life there is not like the Village here.
twi_clips\twi_clip_056.wav,﻿You're now wearing ear rings you look like a woman.
twi_clips\twi_clip_057.wav,﻿It's just a life style. This place is smelling.
twi_clips\twi_clip_058.wav,﻿J
twi_clips\twi_clip_059.wav,"﻿What nonsense was that ?

- Who is putting this building up ?"
twi_clips\twi_clip_060.wav,﻿Are you here because of the building or you're here to visit ?
twi_clips\twi_clip_061.wav,﻿I aril surprised.
twi_clips\twi_clip_062.wav,﻿Is it fp'r Bra Kofi ? - Yes if is for him.
twi_clips\twi_clip_063.wav,﻿When did he get the money ?
twi_clips\twi_clip_064.wav,﻿You don't stay here.
twi_clips\twi_clip_065.wav,﻿How would you know if he has money or not.
twi_clips\twi_clip_066.wav,﻿Perharps you want him to come and inform you he's got money to build.
