Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,"﻿You're taking too long on that.

-Allow me to Assort them well/"
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿Let me arrange you.
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿Will you open the card ?
twi_clips\twi_clip_006.wav,﻿Just proceed.
twi_clips\twi_clip_007.wav,﻿Count the card into my palm next time.
twi_clips\twi_clip_008.wav,﻿Don't place it onboard.
twi_clips\twi_clip_009.wav,﻿
twi_clips\twi_clip_010.wav,﻿You open the cards there.
twi_clips\twi_clip_011.wav,﻿
twi_clips\twi_clip_012.wav,﻿Didn't you serve him ?
twi_clips\twi_clip_013.wav,﻿* *-*^
twi_clips\twi_clip_014.wav,﻿Pick the card and let's proceed. It's not easy to play.
twi_clips\twi_clip_015.wav,﻿He doesn't like me.
twi_clips\twi_clip_016.wav,﻿o
twi_clips\twi_clip_017.wav,﻿Why are you here when you don't have money ?
twi_clips\twi_clip_018.wav,﻿f
twi_clips\twi_clip_019.wav,﻿Which card is that ? - Are you blind ?
twi_clips\twi_clip_020.wav,﻿
twi_clips\twi_clip_021.wav,﻿
twi_clips\twi_clip_022.wav,﻿You're always scared to play. - We're waiting for you.
twi_clips\twi_clip_023.wav,﻿
twi_clips\twi_clip_024.wav,﻿Waiting for who / Can you even wait for me
twi_clips\twi_clip_025.wav,﻿
twi_clips\twi_clip_026.wav,﻿Go/
twi_clips\twi_clip_027.wav,﻿
twi_clips\twi_clip_028.wav,﻿Down ? put it down.
twi_clips\twi_clip_029.wav,﻿Here is two. You lost it /
twi_clips\twi_clip_030.wav,﻿Why do you always do that ? - Let me take the 50.
twi_clips\twi_clip_031.wav,﻿Am in by 5/
twi_clips\twi_clip_032.wav,﻿Do you think we're here to joke ?
twi_clips\twi_clip_033.wav,﻿Be vigilant and stop that.
twi_clips\twi_clip_034.wav,﻿Put it down and stop what you're doing.
twi_clips\twi_clip_035.wav,﻿What did I take ? - Put it down.
twi_clips\twi_clip_036.wav,﻿Put it down and let's play the game you didn't lost alone.
twi_clips\twi_clip_037.wav,﻿It's okay stop talking/
twi_clips\twi_clip_038.wav,﻿Will you bet with your phone ?
twi_clips\twi_clip_039.wav,﻿The 50 is mine I won it /
twi_clips\twi_clip_040.wav,﻿Add the 4 if you like.
twi_clips\twi_clip_041.wav,﻿
twi_clips\twi_clip_042.wav,﻿How much ? We are play both.
twi_clips\twi_clip_043.wav,﻿Hold this.
twi_clips\twi_clip_044.wav,﻿You the greenhorn is asking me to exercise patience.
twi_clips\twi_clip_045.wav,﻿That's a foul play.
twi_clips\twi_clip_046.wav,﻿Ken why are you mentioning my name like that ?
twi_clips\twi_clip_047.wav,﻿I don't seem to come to terms with your issue.
twi_clips\twi_clip_048.wav,﻿I've asked you many times but you've refused me the truth.
twi_clips\twi_clip_049.wav,﻿At your age you don't know who impregnated you.
twi_clips\twi_clip_050.wav,﻿Have you ever heard of such a thing ?
twi_clips\twi_clip_051.wav,﻿Ken do you think am happy being pregnant ?
twi_clips\twi_clip_052.wav,﻿How many times should I tell you I don't know who impregnated me.
twi_clips\twi_clip_053.wav,﻿WY
twi_clips\twi_clip_054.wav,﻿I would say if I knew. Do you think am happy ?
twi_clips\twi_clip_055.wav,"﻿You,ve become a bad person."
twi_clips\twi_clip_056.wav,﻿I don't know who did it.
twi_clips\twi_clip_057.wav,﻿I wanted this to be me but it has gone somewhere else.
twi_clips\twi_clip_058.wav,﻿suspect that guy. It could be him.
twi_clips\twi_clip_059.wav,"﻿Who ?

- Apaw."
twi_clips\twi_clip_060.wav,﻿Apaw could be responsible.
twi_clips\twi_clip_061.wav,﻿You've made me laugh.
twi_clips\twi_clip_062.wav,﻿It's been long since I laughed.
twi_clips\twi_clip_063.wav,﻿Which of the Apaws ? - Am sure it's him.
twi_clips\twi_clip_064.wav,"﻿Is it the Apaw we know.

I know you don't like him."
twi_clips\twi_clip_065.wav,﻿Don't say that Apaw is not a bad person.
twi_clips\twi_clip_066.wav,﻿Go out of the game you've lost your money too.
twi_clips\twi_clip_067.wav,﻿Bring that in.
twi_clips\twi_clip_068.wav,﻿You've lost it / - I've won.
twi_clips\twi_clip_069.wav,﻿This is what kids do When you gamble with them.
twi_clips\twi_clip_070.wav,﻿Let me hold that for you.
twi_clips\twi_clip_071.wav,﻿Take it don't give it to anyone.
twi_clips\twi_clip_072.wav,﻿I have share in that money.
twi_clips\twi_clip_073.wav,﻿Afia what are you doing here ?
twi_clips\twi_clip_074.wav,﻿You like talking. - Come and let's go.
twi_clips\twi_clip_075.wav,"﻿Leave her.

Get up."
