Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿How much is it?
twi_clips\twi_clip_004.wav,"﻿No, how much is it?!"
twi_clips\twi_clip_005.wav,"﻿Woman, let's go!"
twi_clips\twi_clip_006.wav,﻿Where are you going?
twi_clips\twi_clip_007.wav,﻿
twi_clips\twi_clip_008.wav,﻿11 ® k
twi_clips\twi_clip_009.wav,"﻿> o.

h‘"
twi_clips\twi_clip_010.wav,﻿111
twi_clips\twi_clip_011.wav,﻿11 o *
twi_clips\twi_clip_012.wav,﻿
twi_clips\twi_clip_013.wav,﻿
twi_clips\twi_clip_014.wav,﻿) i 8
twi_clips\twi_clip_015.wav,﻿
twi_clips\twi_clip_016.wav,﻿
twi_clips\twi_clip_017.wav,﻿। j b y .^ ^
twi_clips\twi_clip_018.wav,﻿
twi_clips\twi_clip_019.wav,﻿
twi_clips\twi_clip_020.wav,﻿
twi_clips\twi_clip_021.wav,﻿
twi_clips\twi_clip_022.wav,﻿
twi_clips\twi_clip_023.wav,﻿I'm buying water.
twi_clips\twi_clip_024.wav,"﻿lease, there's only two left."
twi_clips\twi_clip_025.wav,"﻿Please, there's only two left."
twi_clips\twi_clip_026.wav,﻿How much is it?
twi_clips\twi_clip_027.wav,﻿I am tfiirsty.
twi_clips\twi_clip_028.wav,﻿I don't know Where she's gone.
twi_clips\twi_clip_029.wav,﻿
twi_clips\twi_clip_030.wav,﻿
twi_clips\twi_clip_031.wav,﻿
twi_clips\twi_clip_032.wav,﻿
twi_clips\twi_clip_033.wav,﻿
twi_clips\twi_clip_034.wav,﻿
twi_clips\twi_clip_035.wav,﻿
twi_clips\twi_clip_036.wav,﻿f
twi_clips\twi_clip_037.wav,﻿
twi_clips\twi_clip_038.wav,﻿
twi_clips\twi_clip_039.wav,﻿
twi_clips\twi_clip_040.wav,﻿
twi_clips\twi_clip_041.wav,﻿
twi_clips\twi_clip_042.wav,"﻿V

V"
twi_clips\twi_clip_043.wav,﻿
twi_clips\twi_clip_044.wav,﻿
twi_clips\twi_clip_045.wav,﻿
twi_clips\twi_clip_046.wav,﻿Mother!
twi_clips\twi_clip_047.wav,﻿I wasAthirsty.
twi_clips\twi_clip_048.wav,﻿And I just poured the water away.
twi_clips\twi_clip_049.wav,﻿I tojd you to stay indoors whenever I'm not home.
twi_clips\twi_clip_050.wav,"﻿You've hurt yourself and there's no money to send you to the hospital,"
twi_clips\twi_clip_051.wav,﻿so what are wd to do?
twi_clips\twi_clip_052.wav,﻿I am hirsty.
twi_clips\twi_clip_053.wav,﻿Sister is also not around.
twi_clips\twi_clip_054.wav,﻿Allow me to die.
twi_clips\twi_clip_055.wav,"﻿Don't-say that, mother!"
twi_clips\twi_clip_056.wav,"﻿, Let me help you up."
twi_clips\twi_clip_057.wav,﻿Allow rife to die.
twi_clips\twi_clip_058.wav,"﻿Don't say that, mother!"
twi_clips\twi_clip_059.wav,﻿Falling down hds affected my eyes.
twi_clips\twi_clip_060.wav,﻿We are almost to the room so get up.
twi_clips\twi_clip_061.wav,﻿I can't.g to the room.
twi_clips\twi_clip_062.wav,﻿Father!
twi_clips\twi_clip_063.wav,﻿He s dead.
twi_clips\twi_clip_064.wav,﻿Father!'
twi_clips\twi_clip_065.wav,﻿Father!
twi_clips\twi_clip_066.wav,﻿
twi_clips\twi_clip_067.wav,﻿
twi_clips\twi_clip_068.wav,﻿
twi_clips\twi_clip_069.wav,﻿He's not dead.
twi_clips\twi_clip_070.wav,﻿There's a dead body?
twi_clips\twi_clip_071.wav,﻿And you're standing around it.
twi_clips\twi_clip_072.wav,﻿Whom are you there with?
