Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿What'are you doing ?
twi_clips\twi_clip_007.wav,﻿I thought you are calling for passengers.
twi_clips\twi_clip_008.wav,﻿Come and stand here.
twi_clips\twi_clip_009.wav,﻿It's full.
twi_clips\twi_clip_010.wav,﻿Go and take a look if it's full up.
twi_clips\twi_clip_011.wav,﻿I the driver is not sleeping.
twi_clips\twi_clip_012.wav,﻿You that interacts with passengers is sleeping.
twi_clips\twi_clip_013.wav,﻿You're dismissed.
twi_clips\twi_clip_014.wav,﻿I can't work with you go home.
twi_clips\twi_clip_015.wav,﻿It's full up.
twi_clips\twi_clip_016.wav,﻿Go and check if it's full up. - Passengers where're you ?
twi_clips\twi_clip_017.wav,﻿They were sitting inside.
twi_clips\twi_clip_018.wav,﻿Go home you're fired.
twi_clips\twi_clip_019.wav,﻿Boss please.
twi_clips\twi_clip_020.wav,﻿I can't work with.
twi_clips\twi_clip_021.wav,﻿Get up an'd go home.
twi_clips\twi_clip_022.wav,﻿Go home.
twi_clips\twi_clip_023.wav,﻿Mo'st of you are lazy.
twi_clips\twi_clip_024.wav,﻿Can I co'me and work tomorrow ?
twi_clips\twi_clip_025.wav,﻿Don't you get drunk with him.
twi_clips\twi_clip_026.wav,﻿You're sleeping because you're drubk.
twi_clips\twi_clip_027.wav,"﻿I' e topped drinking.

-Just go home."
twi_clips\twi_clip_028.wav,﻿I will call you.
twi_clips\twi_clip_029.wav,﻿Didn't you see the bus full ?
twi_clips\twi_clip_030.wav,﻿How can it b.e full when youVe sleeping ?
twi_clips\twi_clip_031.wav,﻿I slept off.
twi_clips\twi_clip_032.wav,﻿Do you have to sleep on duty ?
twi_clips\twi_clip_033.wav,﻿Why won't I ?
twi_clips\twi_clip_034.wav,﻿If you have to sleep then go home.
twi_clips\twi_clip_035.wav,﻿I can no longer work with you.
twi_clips\twi_clip_036.wav,﻿Get away.
twi_clips\twi_clip_037.wav,﻿He's calling you. All you do is to get drunk-
twi_clips\twi_clip_038.wav,﻿Save me.
twi_clips\twi_clip_039.wav,﻿Me save you ?
twi_clips\twi_clip_040.wav,﻿For you to come and sleep here ? - Let me sell the tickets.
twi_clips\twi_clip_041.wav,﻿You can't work as a collecter how much more wTth tickets.
twi_clips\twi_clip_042.wav,﻿Leave the station.
twi_clips\twi_clip_043.wav,﻿Say again.
twi_clips\twi_clip_044.wav,"﻿Come arid sweep here.

-You're stupid."
twi_clips\twi_clip_045.wav,"﻿I don't need you

here again go homp."
twi_clips\twi_clip_046.wav,"﻿I don't have a home,"
twi_clips\twi_clip_047.wav,﻿Where do I go ? - Just go home.
twi_clips\twi_clip_048.wav,﻿
twi_clips\twi_clip_049.wav,﻿
twi_clips\twi_clip_050.wav,﻿
twi_clips\twi_clip_051.wav,﻿
twi_clips\twi_clip_052.wav,﻿
twi_clips\twi_clip_053.wav,﻿
twi_clips\twi_clip_054.wav,﻿-*
twi_clips\twi_clip_055.wav,﻿
twi_clips\twi_clip_056.wav,﻿Z'-*'^* -• ^.
twi_clips\twi_clip_057.wav,﻿
twi_clips\twi_clip_058.wav,﻿
twi_clips\twi_clip_059.wav,﻿When shall you return ?
twi_clips\twi_clip_060.wav,﻿I will come back everyday
twi_clips\twi_clip_061.wav,﻿
twi_clips\twi_clip_062.wav,﻿Am looking for a room to rent.
twi_clips\twi_clip_063.wav,﻿
twi_clips\twi_clip_064.wav,﻿You want a room ?
twi_clips\twi_clip_065.wav,﻿Why ?
