Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿»
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿< I am very wild.
twi_clips\twi_clip_008.wav,﻿Should I give you some?
twi_clips\twi_clip_009.wav,﻿Come here!
twi_clips\twi_clip_010.wav,﻿
twi_clips\twi_clip_011.wav,﻿iThis is truly cement!
twi_clips\twi_clip_012.wav,﻿Once it hits your stomach...
twi_clips\twi_clip_013.wav,﻿all you need is water!
twi_clips\twi_clip_014.wav,﻿TH
twi_clips\twi_clip_015.wav,﻿
twi_clips\twi_clip_016.wav,﻿
twi_clips\twi_clip_017.wav,﻿What's
twi_clips\twi_clip_018.wav,﻿
twi_clips\twi_clip_019.wav,﻿you've made a lot of sales based on how you're calling out to c
twi_clips\twi_clip_020.wav,﻿
twi_clips\twi_clip_021.wav,﻿
twi_clips\twi_clip_022.wav,﻿Come and give me three sachets.
twi_clips\twi_clip_023.wav,﻿Gari and beans meal demand for lots of water!
twi_clips\twi_clip_024.wav,﻿I don't have change.
twi_clips\twi_clip_025.wav,﻿How many are you buying?
twi_clips\twi_clip_026.wav,﻿Give me three.
twi_clips\twi_clip_027.wav,﻿
twi_clips\twi_clip_028.wav,﻿I only just started selling.
twi_clips\twi_clip_029.wav,﻿I-
twi_clips\twi_clip_030.wav,﻿It's no problem.
twi_clips\twi_clip_031.wav,﻿You're my friend.
twi_clips\twi_clip_032.wav,﻿•*w
twi_clips\twi_clip_033.wav,﻿You can keep the change.
twi_clips\twi_clip_034.wav,﻿I should keep it?
twi_clips\twi_clip_035.wav,﻿Ks
twi_clips\twi_clip_036.wav,﻿Keep it.
twi_clips\twi_clip_037.wav,﻿What's yours is mine
twi_clips\twi_clip_038.wav,﻿so ten Cedis isn't a big deal
twi_clips\twi_clip_039.wav,﻿go ahead and keep the change.
twi_clips\twi_clip_040.wav,﻿I should keep it?
twi_clips\twi_clip_041.wav,﻿
twi_clips\twi_clip_042.wav,﻿
twi_clips\twi_clip_043.wav,"﻿But Appau,"
twi_clips\twi_clip_044.wav,﻿there's a little prob em.
twi_clips\twi_clip_045.wav,﻿What's^he problem?
twi_clips\twi_clip_046.wav,﻿Have you seen this girl...
twi_clips\twi_clip_047.wav,﻿Is it not the one who sells water with me?
twi_clips\twi_clip_048.wav,﻿
twi_clips\twi_clip_049.wav,﻿I see the girl wherever I go!
twi_clips\twi_clip_050.wav,﻿I heard she's been challenging you down there!
twi_clips\twi_clip_051.wav,﻿She's serious!
twi_clips\twi_clip_052.wav,﻿
twi_clips\twi_clip_053.wav,"﻿What aboubfier?/,-1"
twi_clips\twi_clip_054.wav,﻿That girl is tfery hardworking.
twi_clips\twi_clip_055.wav,﻿Stop.^
twi_clips\twi_clip_056.wav,"﻿

a"
twi_clips\twi_clip_057.wav,﻿I really like how much she likes working.
twi_clips\twi_clip_058.wav,﻿
twi_clips\twi_clip_059.wav,"﻿When you check out h r form,"
twi_clips\twi_clip_060.wav,﻿everything is on point.
twi_clips\twi_clip_061.wav,"﻿How hard working she is and so am I,"
twi_clips\twi_clip_062.wav,"﻿to the point that my pay has been increased,"
twi_clips\twi_clip_063.wav,"﻿I want a woman like her to settle down with,"
twi_clips\twi_clip_064.wav,﻿How do you mean?j
twi_clips\twi_clip_065.wav,﻿You do understand.
twi_clips\twi_clip_066.wav,﻿Are you trying to say that you want to date her?
twi_clips\twi_clip_067.wav,﻿You seem to be inmyhead.
twi_clips\twi_clip_068.wav,﻿Am I not making myself clear?
