Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿The guy said he is going to buy petrol
twi_clips\twi_clip_002.wav,﻿Now a days they use machine to cut it
twi_clips\twi_clip_003.wav,﻿Three days now he has not come
twi_clips\twi_clip_004.wav,﻿havelyou call him
twi_clips\twi_clip_005.wav,﻿his phone it off
twi_clips\twi_clip_006.wav,﻿you just give out your money any how
twi_clips\twi_clip_007.wav,﻿A
twi_clips\twi_clip_008.wav,"﻿Ao.vti 3$ xpsv?'>^ ”. •” *-	-k’<^'- Vt v; x* ^Y

l^?^;^"
twi_clips\twi_clip_009.wav,﻿]l came because of the fertilizer I told you about
twi_clips\twi_clip_010.wav,﻿
twi_clips\twi_clip_011.wav,﻿. V- Ndw is about to rain.
twi_clips\twi_clip_012.wav,﻿
twi_clips\twi_clip_013.wav,﻿we want to fertilize it so that the crops will grow very wfell
twi_clips\twi_clip_014.wav,"﻿. J;""^^"
twi_clips\twi_clip_015.wav,"﻿■V <1^.

> ^^fr."
twi_clips\twi_clip_016.wav,﻿
twi_clips\twi_clip_017.wav,﻿
twi_clips\twi_clip_018.wav,﻿
twi_clips\twi_clip_019.wav,﻿
twi_clips\twi_clip_020.wav,﻿
twi_clips\twi_clip_021.wav,﻿
twi_clips\twi_clip_022.wav,﻿
twi_clips\twi_clip_023.wav,﻿^»
twi_clips\twi_clip_024.wav,﻿
twi_clips\twi_clip_025.wav,﻿4* <1
twi_clips\twi_clip_026.wav,﻿
twi_clips\twi_clip_027.wav,﻿.. *
twi_clips\twi_clip_028.wav,﻿$<^.w^
twi_clips\twi_clip_029.wav,﻿
twi_clips\twi_clip_030.wav,﻿4i	«*
twi_clips\twi_clip_031.wav,﻿
twi_clips\twi_clip_032.wav,﻿'n.
twi_clips\twi_clip_033.wav,﻿
twi_clips\twi_clip_034.wav,﻿' i^^w^^ x
twi_clips\twi_clip_035.wav,﻿
twi_clips\twi_clip_036.wav,﻿the fertilize I want to buy is 'rigt good
twi_clips\twi_clip_037.wav,"﻿v tMr& ^

^ I even Went there'tbfight thg guy"
twi_clips\twi_clip_038.wav,﻿
twi_clips\twi_clip_039.wav,﻿
twi_clips\twi_clip_040.wav,﻿%
twi_clips\twi_clip_041.wav,﻿? He said that is why it wprks
twi_clips\twi_clip_042.wav,﻿
twi_clips\twi_clip_043.wav,﻿
twi_clips\twi_clip_044.wav,"﻿

l^^

' f""^‘>"
twi_clips\twi_clip_045.wav,﻿
twi_clips\twi_clip_046.wav,"﻿^^■^^J...;'

•■; H?^- ."
twi_clips\twi_clip_047.wav,﻿
twi_clips\twi_clip_048.wav,﻿so you give- money to the guy and he > .^.-WW-'© rr'ko©© g®©## -I©©©
twi_clips\twi_clip_049.wav,﻿Ke brought them
twi_clips\twi_clip_050.wav,﻿^j he brought them'
twi_clips\twi_clip_051.wav,﻿
twi_clips\twi_clip_052.wav,﻿but is not good
