Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿0
twi_clips\twi_clip_003.wav,﻿k -♦
twi_clips\twi_clip_004.wav,﻿^
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿r • '
twi_clips\twi_clip_008.wav,﻿^^
twi_clips\twi_clip_009.wav,﻿5
twi_clips\twi_clip_010.wav,﻿How much do you want to buy?
twi_clips\twi_clip_011.wav,﻿How much do I want to buy?
twi_clips\twi_clip_012.wav,﻿
twi_clips\twi_clip_013.wav,﻿You're sleeping aren’t you?
twi_clips\twi_clip_014.wav,﻿You allow someone to steal my money last time.
twi_clips\twi_clip_015.wav,﻿You are here slepping for thieves to come for my table and showcase isn’t ?
twi_clips\twi_clip_016.wav,﻿Is that how you're ?
twi_clips\twi_clip_017.wav,﻿I can;t work wijh you any longer.
twi_clips\twi_clip_018.wav,﻿Madam I wasn't sleeping. - You weren't.
twi_clips\twi_clip_019.wav,﻿Leave here noA.
twi_clips\twi_clip_020.wav,﻿Go now.
twi_clips\twi_clip_021.wav,"﻿Leave here

I don't [want you around."
twi_clips\twi_clip_022.wav,﻿Go I will work alone.
twi_clips\twi_clip_023.wav,﻿I can't work with you.
twi_clips\twi_clip_024.wav,"﻿Go,go,go"
twi_clips\twi_clip_025.wav,﻿Don't come back here again. Remove the apron for me.
twi_clips\twi_clip_026.wav,﻿Go I don't need you.
twi_clips\twi_clip_027.wav,﻿Lazy girl like you.
twi_clips\twi_clip_028.wav,﻿Dp you think I joke with my work?
twi_clips\twi_clip_029.wav,﻿You must be mad to be sleeping.
twi_clips\twi_clip_030.wav,"﻿Did you give me the capital t'o,work with?"
twi_clips\twi_clip_031.wav,﻿I don't want you around again.
twi_clips\twi_clip_032.wav,﻿Your story reminds me of mine that's why I don;t make friends.
twi_clips\twi_clip_033.wav,﻿If not that i made friends with you and that other girl.
twi_clips\twi_clip_034.wav,﻿I don't have the like for friends.
twi_clips\twi_clip_035.wav,﻿Sorry.
twi_clips\twi_clip_036.wav,﻿Q
twi_clips\twi_clip_037.wav,﻿Sorry
twi_clips\twi_clip_038.wav,﻿
twi_clips\twi_clip_039.wav,﻿I took it as a lesson.
twi_clips\twi_clip_040.wav,"﻿Peel this one first.

It'S rip^e."
twi_clips\twi_clip_041.wav,"﻿This orange is'y0,ur father's favourite wrhen he was alive."
twi_clips\twi_clip_042.wav,﻿This one*taste good so he tikes it.
twi_clips\twi_clip_043.wav,﻿He likes the one over there.
twi_clips\twi_clip_044.wav,﻿The Knife is nobsharp. - This is the red type.
twi_clips\twi_clip_045.wav,"﻿Yes it is .

I will eat it."
twi_clips\twi_clip_046.wav,﻿I will peel it for you.
twi_clips\twi_clip_047.wav,﻿The Knife is peeling it well. - It's not sharp at all.
twi_clips\twi_clip_048.wav,﻿The Knife is peeling [t well. - It's not sharp at all.
