Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿I can see you want the phone and I can't give you anything bad.
twi_clips\twi_clip_003.wav,﻿Becuase you're like a younger brother to me.
twi_clips\twi_clip_004.wav,"﻿I will give' you what you want.

-1 want an iphone."
twi_clips\twi_clip_005.wav,﻿Do you want iphone 11 pro the one with 3 cameras ?
twi_clips\twi_clip_006.wav,﻿’’^J^'
twi_clips\twi_clip_007.wav,﻿'ve not seen some before.
twi_clips\twi_clip_008.wav,﻿The current model uses fingerprint.
twi_clips\twi_clip_009.wav,"﻿Your finger unlocks, the phone as you touch it."
twi_clips\twi_clip_010.wav,﻿I can'jt^ive you anything bad.
twi_clips\twi_clip_011.wav,﻿Takea look at the camera.
twi_clips\twi_clip_012.wav,﻿
twi_clips\twi_clip_013.wav,﻿Take a picture with it.
twi_clips\twi_clip_014.wav,﻿Hope youcan see how clear it is ? - That's you there.
twi_clips\twi_clip_015.wav,"﻿Say the price you want to give, and let me give it to you."
twi_clips\twi_clip_016.wav,﻿You have to say the price. - Give me 1000
twi_clips\twi_clip_017.wav,"﻿Are stupid, get close to me and stop that/"
twi_clips\twi_clip_018.wav,﻿I can't get 1000
twi_clips\twi_clip_019.wav,﻿The owner will increase t e price if he comes around.
twi_clips\twi_clip_020.wav,﻿The owner will increase the price if he comes around.
twi_clips\twi_clip_021.wav,﻿Am selling it to you at a low price.
twi_clips\twi_clip_022.wav,﻿My money is 300. Cp-Add a little amount to it.
twi_clips\twi_clip_023.wav,﻿My money is 300. -Add a little cfrnount to it.
twi_clips\twi_clip_024.wav,﻿I don't have. - Listen.
twi_clips\twi_clip_025.wav,﻿I need to help you as a brother add a little amount to it.
twi_clips\twi_clip_026.wav,﻿I have only 20 cedis.
twi_clips\twi_clip_027.wav,﻿Add 50 cedis and let me give it to you.
twi_clips\twi_clip_028.wav,﻿I have only 20.
twi_clips\twi_clip_029.wav,﻿Send me the 300 later.
twi_clips\twi_clip_030.wav,﻿It’s a good phone.
twi_clips\twi_clip_031.wav,﻿Can I watch Tv on it ?
twi_clips\twi_clip_032.wav,﻿Ves. ^Wha^about DSTV.
twi_clips\twi_clip_033.wav,"﻿Ygs.

-What about DSTV."
twi_clips\twi_clip_034.wav,﻿Football and everything.
twi_clips\twi_clip_035.wav,"﻿Does it have Dstv ?

It/Contains songs of popular artists/"
twi_clips\twi_clip_036.wav,﻿Including Erica ?
twi_clips\twi_clip_037.wav,"﻿Do you know Afranie ?

-1 don't like his songs."
twi_clips\twi_clip_038.wav,﻿He'doesn't do well/ I've sent the money.
twi_clips\twi_clip_039.wav,﻿Leave here quickly as soon as I give it to you.
twi_clips\twi_clip_040.wav,﻿Because its an expensive phone people nTight like to snatch it from you.
twi_clips\twi_clip_041.wav,﻿Leave quickly.
twi_clips\twi_clip_042.wav,﻿Are they around here ? -See how they're looking at us.
twi_clips\twi_clip_043.wav,﻿Go fast.
twi_clips\twi_clip_044.wav,"﻿It's off.

- The battery is low."
twi_clips\twi_clip_045.wav,﻿Give me a charger.
twi_clips\twi_clip_046.wav,"﻿He you,give him an iphone charger."
twi_clips\twi_clip_047.wav,"﻿Is it that guy over there.

-That useless guy."
twi_clips\twi_clip_048.wav,﻿Will I pay for it ? - No it's free/
twi_clips\twi_clip_049.wav,﻿Leave quickly before criminals grab you.
twi_clips\twi_clip_050.wav,﻿You're very stupid . Is this place an iphone shop?
twi_clips\twi_clip_051.wav,﻿
twi_clips\twi_clip_052.wav,﻿
twi_clips\twi_clip_053.wav,﻿
twi_clips\twi_clip_054.wav,﻿
twi_clips\twi_clip_055.wav,﻿*.'.-'	\:--\^~^^&%j^^
twi_clips\twi_clip_056.wav,﻿
twi_clips\twi_clip_057.wav,﻿
twi_clips\twi_clip_058.wav,﻿
twi_clips\twi_clip_059.wav,﻿
twi_clips\twi_clip_060.wav,﻿Here comes my customer.
twi_clips\twi_clip_061.wav,﻿I like you because of how serious you're with work.
twi_clips\twi_clip_062.wav,﻿You're good.
twi_clips\twi_clip_063.wav,﻿Do you have aphrodisiac drink.?
twi_clips\twi_clip_064.wav,﻿Yes I have.
twi_clips\twi_clip_065.wav,﻿What about castle ?
twi_clips\twi_clip_066.wav,﻿There's a little quantity.
twi_clips\twi_clip_067.wav,﻿Are you sure ? - Yes.
twi_clips\twi_clip_068.wav,﻿Pour some for me.
twi_clips\twi_clip_069.wav,﻿I hope you like chilled one ?
twi_clips\twi_clip_070.wav,﻿You know thats what I like.
twi_clips\twi_clip_071.wav,﻿Were you thinking of giving me a hot one ?
twi_clips\twi_clip_072.wav,﻿Castle is the drink in vogue now.
twi_clips\twi_clip_073.wav,﻿You're well informed.
twi_clips\twi_clip_074.wav,﻿The odour alone gives me goose bumbs.
twi_clips\twi_clip_075.wav,﻿You know that already.
twi_clips\twi_clip_076.wav,﻿You're not treating me well thesedays.
twi_clips\twi_clip_077.wav,﻿How much is that ? - 5 cedis.
twi_clips\twi_clip_078.wav,﻿
twi_clips\twi_clip_079.wav,﻿
twi_clips\twi_clip_080.wav,﻿It's not full.
twi_clips\twi_clip_081.wav,﻿
twi_clips\twi_clip_082.wav,﻿What you have poured is not enough.
