Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,"﻿f

af>'"
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿
twi_clips\twi_clip_004.wav,"﻿

I

I

I

X ''^'

4"
twi_clips\twi_clip_005.wav,﻿Why are you sitting in the Sun?
twi_clips\twi_clip_006.wav,"﻿Fathfer, I'm not well."
twi_clips\twi_clip_007.wav,﻿I'm feeling cojd.
twi_clips\twi_clip_008.wav,﻿Will sitting in the Sun make you feel better?
twi_clips\twi_clip_009.wav,﻿I'm warming myself and perhaps I'll get warm.
twi_clips\twi_clip_010.wav,﻿You Gan tell that today is today.
twi_clips\twi_clip_011.wav,﻿I've gathered all the visitors and those who have traveled for a long time.
twi_clips\twi_clip_012.wav,﻿'vg brought them here.
twi_clips\twi_clip_013.wav,"﻿Get some food for me to eat, okay?"
twi_clips\twi_clip_014.wav,﻿Fathet;
twi_clips\twi_clip_015.wav,﻿'ve told you that I'm not feeling well and you claim to be hungry
twi_clips\twi_clip_016.wav,"﻿Please, I didn't cook."
twi_clips\twi_clip_017.wav,﻿I'm feeling dizzy.
twi_clips\twi_clip_018.wav,﻿What sort of nonsense is that?
twi_clips\twi_clip_019.wav,﻿Can't you understand that I said I'm not fueling well?
twi_clips\twi_clip_020.wav,﻿This is what you do and then I start looking for something to hit you with!
twi_clips\twi_clip_021.wav,"﻿You're sick so there's no food,"
twi_clips\twi_clip_022.wav,"﻿do you expect me to stay in this house, hungrily?"
twi_clips\twi_clip_023.wav,"﻿I didn't ask you to do this, father."
twi_clips\twi_clip_024.wav,"﻿If you don't find some food for me to eat,"
twi_clips\twi_clip_025.wav,﻿Get up and find me something to eat!
twi_clips\twi_clip_026.wav,"﻿So now that there's no food and I am also drunk,"
twi_clips\twi_clip_027.wav,﻿how can I stay here?
twi_clips\twi_clip_028.wav,"﻿I can't do anything, please.."
twi_clips\twi_clip_029.wav,"﻿So l""m drunk for nothing?"
twi_clips\twi_clip_030.wav,﻿Come!
twi_clips\twi_clip_031.wav,"﻿Please, who'll give me a ticket?"
twi_clips\twi_clip_032.wav,"﻿Pay for it, right here."
twi_clips\twi_clip_033.wav,﻿It's been a while!
twi_clips\twi_clip_034.wav,﻿Likewikse!
twi_clips\twi_clip_035.wav,﻿You won't go?
twi_clips\twi_clip_036.wav,"﻿Please, come on!"
twi_clips\twi_clip_037.wav,﻿This is our base.
twi_clips\twi_clip_038.wav,﻿Let me check to see if any of the boys are around.
twi_clips\twi_clip_039.wav,﻿They've probably gone to work.
twi_clips\twi_clip_040.wav,﻿This is our base.
twi_clips\twi_clip_041.wav,"﻿After a heist and you run in here,"
twi_clips\twi_clip_042.wav,"﻿be it a soldier or whoever,"
twi_clips\twi_clip_043.wav,"﻿the moment you run in here,"
twi_clips\twi_clip_044.wav,﻿he Gan crossover into here.
twi_clips\twi_clip_045.wav,﻿he can crossover into here.
twi_clips\twi_clip_046.wav,﻿You're safe when you're in here.
twi_clips\twi_clip_047.wav,﻿Meaning this is a safe place?
twi_clips\twi_clip_048.wav,﻿Do you understand?
twi_clips\twi_clip_049.wav,﻿My boss has traveled with some of the boys.
twi_clips\twi_clip_050.wav,"﻿Some are in Sunyani,"
twi_clips\twi_clip_051.wav,﻿have taken charge of this place so you don't have any problem
twi_clips\twi_clip_052.wav,﻿Do you understand?
twi_clips\twi_clip_053.wav,"﻿So long as you're here,"
twi_clips\twi_clip_054.wav,﻿We're going to make moves.
twi_clips\twi_clip_055.wav,"﻿Don't be afraifl, okay?"
twi_clips\twi_clip_056.wav,﻿You're aware that I am crazy for this work.
twi_clips\twi_clip_057.wav,﻿I really like you for the move you made.
twi_clips\twi_clip_058.wav,﻿Let's go inside and talk.
twi_clips\twi_clip_059.wav,﻿
twi_clips\twi_clip_060.wav,﻿
twi_clips\twi_clip_061.wav,﻿
twi_clips\twi_clip_062.wav,﻿*<v>^
twi_clips\twi_clip_063.wav,﻿What's the matter?
twi_clips\twi_clip_064.wav,﻿I'm still not well.
twi_clips\twi_clip_065.wav,﻿I thought you were already healed or did you not take your medicine?
twi_clips\twi_clip_066.wav,﻿I took them.
twi_clips\twi_clip_067.wav,﻿I even took some herbal medicine.
twi_clips\twi_clip_068.wav,﻿And you're still not well?
twi_clips\twi_clip_069.wav,﻿hat soft of sickness won't go away after taking all that medicin
twi_clips\twi_clip_070.wav,﻿Let me ask you a question.
twi_clips\twi_clip_071.wav,﻿Tell me the absolute truth.
twi_clips\twi_clip_072.wav,﻿You know I'm your father and I'm the one whom you'll discuss such things with.
twi_clips\twi_clip_073.wav,﻿Have you had your period this month?
twi_clips\twi_clip_074.wav,﻿Are you sure?
twi_clips\twi_clip_075.wav,﻿Have you had your period this month?
twi_clips\twi_clip_076.wav,﻿I had it just on the ninth.
twi_clips\twi_clip_077.wav,﻿hen what kind of sickness won't go away after taking medicine
twi_clips\twi_clip_078.wav,﻿Let me see something.
twi_clips\twi_clip_079.wav,﻿
twi_clips\twi_clip_080.wav,﻿
twi_clips\twi_clip_081.wav,﻿Your pulse is racing.
twi_clips\twi_clip_082.wav,﻿Are you sure you've had your period this month?
twi_clips\twi_clip_083.wav,﻿What sort of trouble is this?
twi_clips\twi_clip_084.wav,﻿Let's go.
twi_clips\twi_clip_085.wav,﻿I don't even understand this.
twi_clips\twi_clip_086.wav,﻿What kind of sickness is making you vomit nonstop?
twi_clips\twi_clip_087.wav,﻿
twi_clips\twi_clip_088.wav,﻿
twi_clips\twi_clip_089.wav,﻿
twi_clips\twi_clip_090.wav,﻿
twi_clips\twi_clip_091.wav,"﻿? w

» «

. 4"
twi_clips\twi_clip_092.wav,﻿
twi_clips\twi_clip_093.wav,﻿
twi_clips\twi_clip_094.wav,﻿^^'^
twi_clips\twi_clip_095.wav,﻿/
twi_clips\twi_clip_096.wav,﻿
twi_clips\twi_clip_097.wav,﻿
twi_clips\twi_clip_098.wav,﻿
twi_clips\twi_clip_099.wav,﻿
twi_clips\twi_clip_100.wav,﻿Greetings to you!
twi_clips\twi_clip_101.wav,"﻿Please, there's something I want to discuss with you."
twi_clips\twi_clip_102.wav,﻿Do you care for a chair?
twi_clips\twi_clip_103.wav,"﻿No, allow me to stand."
twi_clips\twi_clip_104.wav,﻿What brings you here this morning?
twi_clips\twi_clip_105.wav,﻿Everything is fine this morning.
twi_clips\twi_clip_106.wav,﻿hemaa is my friend and I haven't seen her for the last few days
twi_clips\twi_clip_107.wav,﻿hemaa is my friend and I haven't seen her for the last few days
twi_clips\twi_clip_108.wav,﻿
twi_clips\twi_clip_109.wav,﻿I've asked her friends and they also claim not to have seen her.
twi_clips\twi_clip_110.wav,﻿
twi_clips\twi_clip_111.wav,"﻿I remember she bringing me here sometime ago so I decided to come here,"
twi_clips\twi_clip_112.wav,﻿and ask of her whereabouts.
twi_clips\twi_clip_113.wav,﻿That's why I'm here.
twi_clips\twi_clip_114.wav,﻿That reminds me.
twi_clips\twi_clip_115.wav,﻿Ohemaa hasn't been coming to work lately.
twi_clips\twi_clip_116.wav,﻿Now that you've reminded me of it
twi_clips\twi_clip_117.wav,﻿Now that you've reminded me of it
twi_clips\twi_clip_118.wav,﻿Now that you've reminded me of it
twi_clips\twi_clip_119.wav,﻿
twi_clips\twi_clip_120.wav,﻿I have to find her.
twi_clips\twi_clip_121.wav,﻿I h a veto fi n d he r.
twi_clips\twi_clip_122.wav,﻿I have to find her.
twi_clips\twi_clip_123.wav,﻿You know that I close from here late
twi_clips\twi_clip_124.wav,﻿You know that I close from here late
twi_clips\twi_clip_125.wav,﻿*	»
twi_clips\twi_clip_126.wav,﻿so I can't pass by her house
twi_clips\twi_clip_127.wav,﻿but God willing when I'm coming to work in the morning
twi_clips\twi_clip_128.wav,﻿I'll go and ask of her at home
twi_clips\twi_clip_129.wav,﻿and find out what's wrong with her.
twi_clips\twi_clip_130.wav,﻿This means that you have also not seen her?
