Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,i 1
twi_clips\twi_clip_002.wav,• * -x
twi_clips\twi_clip_003.wav,ï»¿
twi_clips\twi_clip_004.wav,Why're you shaking?
twi_clips\twi_clip_005.wav,"Shaking,how ?"
twi_clips\twi_clip_006.wav,Its just cassava. -It's not even good.
twi_clips\twi_clip_007.wav,It didn't grow well.They should have uprooted a diffrent one.
twi_clips\twi_clip_008.wav,It didn-t-grow well.They should have uprooted a diffrent one.. .
twi_clips\twi_clip_009.wav,ï»¿
twi_clips\twi_clip_010.wav,Dp you want me to tell y8u before you offer him a seat ?
twi_clips\twi_clip_011.wav,Mom you like to disgrace me when we have a visitor.
twi_clips\twi_clip_012.wav,ï»¿
twi_clips\twi_clip_013.wav,ï»¿
twi_clips\twi_clip_014.wav,ï»¿
twi_clips\twi_clip_015.wav,4
twi_clips\twi_clip_016.wav,ï»¿
twi_clips\twi_clip_017.wav,ï»¿
twi_clips\twi_clip_018.wav,You'ver done well.
twi_clips\twi_clip_019.wav,ï»¿
twi_clips\twi_clip_020.wav,!
twi_clips\twi_clip_021.wav,I hope we can proceed? Yes go on.
twi_clips\twi_clip_022.wav,ï»¿
twi_clips\twi_clip_023.wav,What brings you around?
twi_clips\twi_clip_024.wav,Il brought'my friend to greet you.
twi_clips\twi_clip_025.wav,Your friend?
twi_clips\twi_clip_026.wav,Your friend?
twi_clips\twi_clip_027.wav,"She brought him to greet us,"
twi_clips\twi_clip_028.wav,"Mom,her friend?"
twi_clips\twi_clip_029.wav,Her friend in what way ?
twi_clips\twi_clip_030.wav,Why're you quickening your mouth?
twi_clips\twi_clip_031.wav,"Mom,men and women...."
twi_clips\twi_clip_032.wav,Are they talking to you?
twi_clips\twi_clip_033.wav,ï»¿
twi_clips\twi_clip_034.wav,You like to pork nose too much.
twi_clips\twi_clip_035.wav,Please forgive me.
twi_clips\twi_clip_036.wav,Take the things over there.
twi_clips\twi_clip_037.wav,Jiak^the things over there.
twi_clips\twi_clip_038.wav,ï»¿
twi_clips\twi_clip_039.wav,ï»¿
twi_clips\twi_clip_040.wav,ï»¿
twi_clips\twi_clip_041.wav,She's been to the City and back.
twi_clips\twi_clip_042.wav,She couldn't live a good life there and she's back here.
twi_clips\twi_clip_043.wav,SH^couldn't live'a^gpod life'	1
twi_clips\twi_clip_044.wav,She likes talking
twi_clips\twi_clip_045.wav,She didn't take after me meanwhile she's the eldest.
twi_clips\twi_clip_046.wav,Gentle please what is your name?
twi_clips\twi_clip_047.wav,My name is Paul./
twi_clips\twi_clip_048.wav,Are you the renown typ e of Paul?
twi_clips\twi_clip_049.wav,Please where is your HomeTown?
twi_clips\twi_clip_050.wav,Am from Kwesi number 1
twi_clips\twi_clip_051.wav,Yoy're from around Kurtiasi? L - Yes Please. > j U
twi_clips\twi_clip_052.wav,"Please pardon me, what work do you do?"
twi_clips\twi_clip_053.wav,Arn a business man
twi_clips\twi_clip_054.wav,Do you work at the Morgue?
twi_clips\twi_clip_055.wav,I do buy and sell.
twi_clips\twi_clip_056.wav,"You're a trader,thats good."
twi_clips\twi_clip_057.wav,How did you manage to meet my daughter ?
twi_clips\twi_clip_058.wav,God gave tier to me. - God truly gave her to'you.
twi_clips\twi_clip_059.wav,"I've told you,You're a star j thie light is always with^ou."
twi_clips\twi_clip_060.wav,You are blessed to meet a young man from Kumasi.
twi_clips\twi_clip_061.wav,He's okay for my liking.
twi_clips\twi_clip_062.wav,he's not troublesome.
twi_clips\twi_clip_063.wav,You're handsome.
twi_clips\twi_clip_064.wav,Do you know his >
twi_clips\twi_clip_065.wav,ï»¿
twi_clips\twi_clip_066.wav,One of the latter disciples of Jeus Christ
twi_clips\twi_clip_067.wav,The difficult She
twi_clips\twi_clip_068.wav,Hope you know him?
twi_clips\twi_clip_069.wav,I hope you're not difficult? - Not at all/
twi_clips\twi_clip_070.wav,*
twi_clips\twi_clip_071.wav,ï»¿
twi_clips\twi_clip_072.wav,ï»¿
twi_clips\twi_clip_073.wav,^^.^
twi_clips\twi_clip_074.wav,ï»¿
twi_clips\twi_clip_075.wav,ï»¿
twi_clips\twi_clip_076.wav,It wi 11 be top ^^ft if ^ not -cooked‘thi s’way.
twi_clips\twi_clip_077.wav,ï»¿
twi_clips\twi_clip_078.wav,T h e m a g g i i srtop^m u c K.
twi_clips\twi_clip_079.wav,"Where're y<5u comirig""from?"
twi_clips\twi_clip_080.wav,Mom why'reyou people eating my'food?
twi_clips\twi_clip_081.wav,/ Didn't^hjjjest /< your rice yesterday ?
twi_clips\twi_clip_082.wav,"I d i d ,y o u a I s oatefufu yeste rd ay without giving rhe some."
twi_clips\twi_clip_083.wav,You've given md all the work in this house as if am an orphan.
twi_clips\twi_clip_084.wav,ï»¿
twi_clips\twi_clip_085.wav,*.
twi_clips\twi_clip_086.wav,Is fufu an^n^Wfe same;
twi_clips\twi_clip_087.wav,Whydon't'-ypu '^ leave someforme?
twi_clips\twi_clip_088.wav,How much is the rice fdr me to leave som^Tor you?
twi_clips\twi_clip_089.wav,ï»¿
twi_clips\twi_clip_090.wav,ï»¿
twi_clips\twi_clip_091.wav,Whose ■ ga^d i d \ o dD; use in cookingitrhe nee?
twi_clips\twi_clip_092.wav,ï»¿
twi_clips\twi_clip_093.wav,o
twi_clips\twi_clip_094.wav,ï»¿
twi_clips\twi_clip_095.wav,_Yo u' rejnydaug hter and very picked.
twi_clips\twi_clip_096.wav,ï»¿
twi_clips\twi_clip_097.wav,•^
twi_clips\twi_clip_098.wav,ï»¿
twi_clips\twi_clip_099.wav,.You couldh''f;^ leave some of the food for me
twi_clips\twi_clip_100.wav,I thoughtyou left this for me.
twi_clips\twi_clip_101.wav,ï»¿
twi_clips\twi_clip_102.wav,You call thisco^oked rice?
twi_clips\twi_clip_103.wav,ï»¿
twi_clips\twi_clip_104.wav,You packed all thg\ maggi to cook the rice.
twi_clips\twi_clip_105.wav,ï»¿
twi_clips\twi_clip_106.wav,I -cari’t-eyenWat it. ^
twi_clips\twi_clip_107.wav,ï»¿
twi_clips\twi_clip_108.wav,You' reh erecryi n g
twi_clips\twi_clip_109.wav,
twi_clips\twi_clip_110.wav,Are you riot insuItirig. . me in your head/ v
twi_clips\twi_clip_111.wav,® hr. . •
twi_clips\twi_clip_112.wav,Comeforit^take it.
twi_clips\twi_clip_113.wav,ï»¿
twi_clips\twi_clip_114.wav,Take it the-food is' not even delicious.
twi_clips\twi_clip_115.wav,¥
twi_clips\twi_clip_116.wav,ï»¿
twi_clips\twi_clip_117.wav,1/
twi_clips\twi_clip_118.wav,ï»¿
twi_clips\twi_clip_119.wav,Take it.
twi_clips\twi_clip_120.wav,Sit down.
twi_clips\twi_clip_121.wav,Eat it.
twi_clips\twi_clip_122.wav,Take it.
twi_clips\twi_clip_123.wav,Hold her.
twi_clips\twi_clip_124.wav,You have to eat it /
twi_clips\twi_clip_125.wav,I force you to eat when you were a kid.
twi_clips\twi_clip_126.wav,ï»¿
twi_clips\twi_clip_127.wav,You're unhappy because i've ate your food.
twi_clips\twi_clip_128.wav,How much rice did you cook ?
twi_clips\twi_clip_129.wav,Did you cook a bag of nice ?
twi_clips\twi_clip_130.wav,I will deal with you because of your greediness
twi_clips\twi_clip_131.wav,From now forwardsHon't touch anything that belongs to me.
twi_clips\twi_clip_132.wav,Don't enter my room or charge your phone.
twi_clips\twi_clip_133.wav,You must be mad.Can you pay me if am to rent the room fpr yo*u?
twi_clips\twi_clip_134.wav,You're wicked.
twi_clips\twi_clip_135.wav,How much did she give you ?
twi_clips\twi_clip_136.wav,#unrecognized text#
twi_clips\twi_clip_137.wav,Ekua you've reduced the money.
twi_clips\twi_clip_138.wav,Mom my fiance ask.^me
twi_clips\twi_clip_139.wav,Why're you m assaging the motley before giving it to me ?
twi_clips\twi_clip_140.wav,^ ^^§§^<^
twi_clips\twi_clip_141.wav,He gave it to me like this.
twi_clips\twi_clip_142.wav,"You're pressing it with yotir thumb, give it to me its mine."
twi_clips\twi_clip_143.wav,a0l)K^
twi_clips\twi_clip_144.wav,
twi_clips\twi_clip_145.wav,• :-.:t '^^W^ v/v *
twi_clips\twi_clip_146.wav,How mu h is it ?
twi_clips\twi_clip_147.wav,^o^
twi_clips\twi_clip_148.wav,Ekua you've reduced the money. - Mom I haven't.
twi_clips\twi_clip_149.wav,Mom you like recounting money all the time.
twi_clips\twi_clip_150.wav,Mom your palm is shining.
twi_clips\twi_clip_151.wav,‘ ^
twi_clips\twi_clip_152.wav,"^""h#* ^^^;	t&'^'PK'**"
twi_clips\twi_clip_153.wav,Mom please
twi_clips\twi_clip_154.wav,/Il^
twi_clips\twi_clip_155.wav,ï»¿
twi_clips\twi_clip_156.wav,^^C
twi_clips\twi_clip_157.wav,w
twi_clips\twi_clip_158.wav,ï»¿
twi_clips\twi_clip_159.wav,
twi_clips\twi_clip_160.wav,9
twi_clips\twi_clip_161.wav,You're a witch.
twi_clips\twi_clip_162.wav,An envious person is a witch.
twi_clips\twi_clip_163.wav,You’re envious.
twi_clips\twi_clip_164.wav,ï»¿
twi_clips\twi_clip_165.wav,\
twi_clips\twi_clip_166.wav,You hate to see money.
twi_clips\twi_clip_167.wav,'¥puthate to see money.'
twi_clips\twi_clip_168.wav,-^w# ^<^^- ...^ r*^
twi_clips\twi_clip_169.wav,You're came here because you saw this money.
twi_clips\twi_clip_170.wav,* *^ ^
twi_clips\twi_clip_171.wav,Ypu^don't look cheerful.'
twi_clips\twi_clip_172.wav,I know you don't have a good news to say.
twi_clips\twi_clip_173.wav,ï»¿
twi_clips\twi_clip_174.wav,What should I give you ^
