Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿4
twi_clips\twi_clip_004.wav,"﻿0

I"
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿
twi_clips\twi_clip_008.wav,﻿I want to ask you a question.
twi_clips\twi_clip_009.wav,﻿For the sake of God tell me the truth.
twi_clips\twi_clip_010.wav,﻿Who impregnated you ?
twi_clips\twi_clip_011.wav,﻿Boss I don;t know the person.
twi_clips\twi_clip_012.wav,"﻿I,ve said that many times."
twi_clips\twi_clip_013.wav,﻿Boss do you think I will keep mute over the pains am going through.
twi_clips\twi_clip_014.wav,﻿
twi_clips\twi_clip_015.wav,﻿If I knew the man who impregnated me ?
twi_clips\twi_clip_016.wav,﻿Boss I don't know him.
twi_clips\twi_clip_017.wav,﻿If you couldn't hear the rain falling because you were asleep.
twi_clips\twi_clip_018.wav,﻿Didn't you see the ground wet when you woke up ?
twi_clips\twi_clip_019.wav,﻿You disdraced me in front of your Dad.
twi_clips\twi_clip_020.wav,"﻿Your Dad respects me a lot. And can hardly talks at me,"
twi_clips\twi_clip_021.wav,﻿He has the right to talk to me in such a manner.
twi_clips\twi_clip_022.wav,﻿Your friend Apaw stopped coming here after you fell sick.
twi_clips\twi_clip_023.wav,﻿The wonders that never happens on earth is what has happened with you.
twi_clips\twi_clip_024.wav,﻿
twi_clips\twi_clip_025.wav,﻿
twi_clips\twi_clip_026.wav,﻿
twi_clips\twi_clip_027.wav,﻿Leave here go over there.
twi_clips\twi_clip_028.wav,﻿Leave here go over there.
twi_clips\twi_clip_029.wav,﻿Leave here go over there.
twi_clips\twi_clip_030.wav,"﻿Here is Gorsu Bus -Am not going there,"
twi_clips\twi_clip_031.wav,﻿I don't like such jokes.
twi_clips\twi_clip_032.wav,﻿
twi_clips\twi_clip_033.wav,﻿5^
twi_clips\twi_clip_034.wav,﻿This Bus is going to Gorsu.
twi_clips\twi_clip_035.wav,﻿This Bus is going to Gorsu.
twi_clips\twi_clip_036.wav,﻿This Bus is going to Gorsu.
twi_clips\twi_clip_037.wav,﻿Come and take your seat.
twi_clips\twi_clip_038.wav,﻿Am not going to Gorsu. -Where're you going ?
twi_clips\twi_clip_039.wav,﻿Ken I've come to see you. - Talk you can see am working.
twi_clips\twi_clip_040.wav,﻿Please am sick I want to visit the Hospital.
twi_clips\twi_clip_041.wav,﻿Hwlp me with some money/
twi_clips\twi_clip_042.wav,﻿Can't you go ? I don't have money.
twi_clips\twi_clip_043.wav,﻿Should I give you money for the Hospital ?
twi_clips\twi_clip_044.wav,﻿Where does this happen ?
twi_clips\twi_clip_045.wav,﻿Go to your Dad if you're sick. Do you have to come to me for money ?
twi_clips\twi_clip_046.wav,﻿My Dad have sacked me.
twi_clips\twi_clip_047.wav,﻿Can't you see am working.
twi_clips\twi_clip_048.wav,﻿And you're here asking me for money for the Hospital.
twi_clips\twi_clip_049.wav,﻿How can you avoid the man who impregnated and come to me for money ?
twi_clips\twi_clip_050.wav,﻿I beg of you I don't have anyone apart from you.
twi_clips\twi_clip_051.wav,﻿Please am not feeling well.
twi_clips\twi_clip_052.wav,﻿You've allowed Apaw to do this to you.
twi_clips\twi_clip_053.wav,﻿He doesnt even come to this Lorry station anymore.
twi_clips\twi_clip_054.wav,﻿Apaw sells water around here sometimes vehicles even knocks him down.
twi_clips\twi_clip_055.wav,﻿He dissappeared eversince you got pregnant.
twi_clips\twi_clip_056.wav,﻿You come to me for Hospital money. Go to Apaw.
twi_clips\twi_clip_057.wav,﻿You can see am working. Am serious about it.
