Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,"﻿i

I

*'

/"
twi_clips\twi_clip_002.wav,﻿-.Ct.
twi_clips\twi_clip_003.wav,﻿o
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿
twi_clips\twi_clip_008.wav,﻿We almost got into trouble.
twi_clips\twi_clip_009.wav,﻿
twi_clips\twi_clip_010.wav,﻿
twi_clips\twi_clip_011.wav,﻿What is the problem?
twi_clips\twi_clip_012.wav,﻿
twi_clips\twi_clip_013.wav,﻿
twi_clips\twi_clip_014.wav,﻿It wasn't easy.^
twi_clips\twi_clip_015.wav,"﻿When I snatched thejmah's phone,"
twi_clips\twi_clip_016.wav,﻿an alarm was raised
twi_clips\twi_clip_017.wav,﻿I was being chased
twi_clips\twi_clip_018.wav,﻿so I entered the circle!
twi_clips\twi_clip_019.wav,"﻿Had I not forced myself,"
twi_clips\twi_clip_020.wav,﻿I would have been killed there and then.
twi_clips\twi_clip_021.wav,﻿What kind of information are you giving me?
twi_clips\twi_clip_022.wav,"﻿We were up there when we heard an alarm has been raised,"
twi_clips\twi_clip_023.wav,﻿a certain man started chasing me
twi_clips\twi_clip_024.wav,﻿It's not easy.
twi_clips\twi_clip_025.wav,﻿So where are the phones?
twi_clips\twi_clip_026.wav,﻿gave them all to him.
twi_clips\twi_clip_027.wav,﻿They are all with him.
twi_clips\twi_clip_028.wav,﻿Where are the phones?
twi_clips\twi_clip_029.wav,﻿We were able to snatch about one or two.
twi_clips\twi_clip_030.wav,﻿These are not the only phones I gave you.
twi_clips\twi_clip_031.wav,﻿Where is the Samsung song I gave you?
twi_clips\twi_clip_032.wav,﻿Why are you acting so foolishly?
twi_clips\twi_clip_033.wav,﻿You know that an alarm was raised.
twi_clips\twi_clip_034.wav,"﻿When I was running away,"
twi_clips\twi_clip_035.wav,﻿one of the phones fell out of my pocket
twi_clips\twi_clip_036.wav,﻿I had wanted to go back for it'but the mob was after me.
twi_clips\twi_clip_037.wav,﻿Are you trying to deceive us?
twi_clips\twi_clip_038.wav,﻿Take back the pho'nes!
twi_clips\twi_clip_039.wav,﻿You want to deceive u^ right?
twi_clips\twi_clip_040.wav,"﻿Please, I can never do that."
twi_clips\twi_clip_041.wav,﻿Add the phone and stop what you're doing!
twi_clips\twi_clip_042.wav,﻿Listen to me.
twi_clips\twi_clip_043.wav,﻿I'm giving you ten minutes.
twi_clips\twi_clip_044.wav,﻿You can't steal from us.
twi_clips\twi_clip_045.wav,﻿Go and bring back the phone.
twi_clips\twi_clip_046.wav,﻿Go and get the phone.
twi_clips\twi_clip_047.wav,"﻿If he fails to retrieve the phone,"
twi_clips\twi_clip_048.wav,﻿don't welcome him back here.
twi_clips\twi_clip_049.wav,"﻿Next time, you need to watch whether the place you are is not too crowded."
twi_clips\twi_clip_050.wav,﻿Okay.
twi_clips\twi_clip_051.wav,﻿ou should learn the best way to steal even if there's congestion
twi_clips\twi_clip_052.wav,﻿
twi_clips\twi_clip_053.wav,﻿You don't have a problem.
twi_clips\twi_clip_054.wav,﻿
twi_clips\twi_clip_055.wav,﻿Are you nYad?
twi_clips\twi_clip_056.wav,﻿What's the matter?
twi_clips\twi_clip_057.wav,﻿Speak!
twi_clips\twi_clip_058.wav,﻿Today...
twi_clips\twi_clip_059.wav,﻿had I not being careful
twi_clips\twi_clip_060.wav,﻿I would have been dead by nov>t
twi_clips\twi_clip_061.wav,﻿What's the matter?
twi_clips\twi_clip_062.wav,﻿I stole a phone that almost got me killed.
twi_clips\twi_clip_063.wav,﻿You were going to die because of this phone?
twi_clips\twi_clip_064.wav,﻿Didn't you see the phone before stealing it?
twi_clips\twi_clip_065.wav,﻿What do I want with this?
twi_clips\twi_clip_066.wav,﻿How much can you get from this phone
twi_clips\twi_clip_067.wav,﻿for you to get killed over?
twi_clips\twi_clip_068.wav,"﻿Anytime, I speak to you"
twi_clips\twi_clip_069.wav,﻿if you want to steal a phone from someone you should first check the person's outfit.
twi_clips\twi_clip_070.wav,﻿Hisappearance will tell you the kind of phone he's using.
twi_clips\twi_clip_071.wav,﻿Who should we use this phone for?
twi_clips\twi_clip_072.wav,﻿Don't worry yourself.
twi_clips\twi_clip_073.wav,﻿I can sell this phone this evening at PZ.
twi_clips\twi_clip_074.wav,﻿This phone?
twi_clips\twi_clip_075.wav,﻿I'm giving this phone to you
twi_clips\twi_clip_076.wav,﻿let me hear from you.
twi_clips\twi_clip_077.wav,﻿Don't waste your breath.
twi_clips\twi_clip_078.wav,﻿Go inside.
twi_clips\twi_clip_079.wav,"﻿I'll bring you feedback, okay?"
twi_clips\twi_clip_080.wav,﻿Call us whenever you have feedback.
twi_clips\twi_clip_081.wav,﻿What's up?
twi_clips\twi_clip_082.wav,﻿The goods are in.
twi_clips\twi_clip_083.wav,﻿I have about three Iphones
twi_clips\twi_clip_084.wav,﻿and about twenty Techno and Infinix phones.
twi_clips\twi_clip_085.wav,﻿At the corner?
twi_clips\twi_clip_086.wav,﻿Then meet me there.
twi_clips\twi_clip_087.wav,﻿I'm on my way.
twi_clips\twi_clip_088.wav,﻿Right there?
twi_clips\twi_clip_089.wav,"﻿Wait, I'll be there soon."
twi_clips\twi_clip_090.wav,﻿0
twi_clips\twi_clip_091.wav,"﻿

'/•

M

I

\"
twi_clips\twi_clip_092.wav,﻿My sifter!
twi_clips\twi_clip_093.wav,﻿I didn't see you
twi_clips\twi_clip_094.wav,﻿a
twi_clips\twi_clip_095.wav,"﻿I ^

Idon't even stop to look^whenever I pass by."
twi_clips\twi_clip_096.wav,﻿
twi_clips\twi_clip_097.wav,﻿Is everything all right?
twi_clips\twi_clip_098.wav,﻿was walking by hurriedly because I have to exchange my water
twi_clips\twi_clip_099.wav,﻿What's the matter?
twi_clips\twi_clip_100.wav,﻿Were you sick?
twi_clips\twi_clip_101.wav,﻿I've been sick and that's how come I don't come to the shop anymore.
twi_clips\twi_clip_102.wav,﻿Sorry about that.
twi_clips\twi_clip_103.wav,﻿You lost weight.
twi_clips\twi_clip_104.wav,﻿As you can see.
twi_clips\twi_clip_105.wav,﻿Sorry.
twi_clips\twi_clip_106.wav,"﻿Are you okay, now?"
twi_clips\twi_clip_107.wav,﻿I am.
twi_clips\twi_clip_108.wav,﻿I'm going to be opening the shop from now on.
twi_clips\twi_clip_109.wav,"﻿Yes, do."
twi_clips\twi_clip_110.wav,﻿Let me go and exchange the water so that I'll pass by on my way back.
twi_clips\twi_clip_111.wav,"﻿Okay, I'm waiting for you."
twi_clips\twi_clip_112.wav,"﻿Okay, I'm Waiting for you."
