Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,issaiah k.a^x^q a taste .of mine.
twi_clips\twi_clip_002.wav,
twi_clips\twi_clip_003.wav,MICHAEL ANDOH
twi_clips\twi_clip_004.wav,i//da gWMMas the'meanin of this?!
twi_clips\twi_clip_005.wav,SADAT MOHAMMED^hat iS this?
twi_clips\twi_clip_006.wav,SADATMOHAhWi^at are we doing?
twi_clips\twi_clip_007.wav,What* are y©u doipg
twi_clips\twi_clip_008.wav,'	■	What- a re ye u d Qi^ g
twi_clips\twi_clip_009.wav,AFe*wfe sleeping^
twi_clips\twi_clip_010.wav,SWISSBEE MULTIMEDIA'^^^
twi_clips\twi_clip_011.wav,What I have done to you that Micrmaik'e'soyou hate me so much?
twi_clips\twi_clip_012.wav,You've left your Verandah to come MiawdiLsi^Wim^ to eat mangoes.
twi_clips\twi_clip_013.wav,"If mangoes.are good to issaih K.AbreAgat^ih indoors,"
twi_clips\twi_clip_014.wav,"If mangoes,\are good to be eaten,jiA indoors,"
twi_clips\twi_clip_015.wav,why d^nzt you take it to yohr room?
twi_clips\twi_clip_016.wav,"Why, sister?"
twi_clips\twi_clip_017.wav,Why don't you eat it in your room?
twi_clips\twi_clip_018.wav,Go away
twi_clips\twi_clip_019.wav,"Because of your apparent witchcraft,"
twi_clips\twi_clip_020.wav,"the d!a»y you di'e,"
twi_clips\twi_clip_021.wav,I'll throw powder on myself in jubilation!
twi_clips\twi_clip_022.wav,I'll pour it on my left and rig'ht hand side!
twi_clips\twi_clip_023.wav,I've marked your words.
twi_clips\twi_clip_024.wav,If I'll die for y®u t-® selebrate.
twi_clips\twi_clip_025.wav,I have marked your words!
twi_clips\twi_clip_026.wav,I'm going to report you - r'll present myselfl
twi_clips\twi_clip_027.wav,You re my witness!
twi_clips\twi_clip_028.wav,It's enough.
twi_clips\twi_clip_029.wav,Nigerians are very well known for their conflicts.
twi_clips\twi_clip_030.wav,I'll deal with you bitterly in this house
twi_clips\twi_clip_031.wav,"When I was toiling with mother ,"
twi_clips\twi_clip_032.wav,were you not in Nigeria?
twi_clips\twi_clip_033.wav,This is the only possession you brought with you.
twi_clips\twi_clip_034.wav,ï»¿
twi_clips\twi_clip_035.wav,ï»¿
twi_clips\twi_clip_036.wav,ï»¿
twi_clips\twi_clip_037.wav,I'&e been bittern
twi_clips\twi_clip_038.wav,I am going to mess wit-h y®ur cards and fehen you'll see.
twi_clips\twi_clip_039.wav,You're bragging.
twi_clips\twi_clip_040.wav,I am b^aggimg?
twi_clips\twi_clip_041.wav,What is it?
twi_clips\twi_clip_042.wav,What's with the commot-ion?
twi_clips\twi_clip_043.wav,Hurry and get some water!
twi_clips\twi_clip_044.wav,What's the problem?!
twi_clips\twi_clip_045.wav,What's the problem?!
twi_clips\twi_clip_046.wav,Stop what you're doing
twi_clips\twi_clip_047.wav,Weren't you the one screaming when you were coming?
twi_clips\twi_clip_048.wav,Have you become mute?
twi_clips\twi_clip_049.wav,Let's ret race he r steps!
twi_clips\twi_clip_050.wav,ï»¿
twi_clips\twi_clip_051.wav,ï»¿
twi_clips\twi_clip_052.wav,ï»¿
twi_clips\twi_clip_053.wav,^^^ ^^-
twi_clips\twi_clip_054.wav,o
twi_clips\twi_clip_055.wav,ï»¿
twi_clips\twi_clip_056.wav,ï»¿
twi_clips\twi_clip_057.wav,""" ^^••>^^*^M'.Z ^-	*? >"
twi_clips\twi_clip_058.wav,ï»¿
twi_clips\twi_clip_059.wav,^
twi_clips\twi_clip_060.wav,['LAMENTING]
twi_clips\twi_clip_061.wav,[LAMENTING]
twi_clips\twi_clip_062.wav,"[LAMENTING,]"
twi_clips\twi_clip_063.wav,[LAMENTING]
twi_clips\twi_clip_064.wav,What are you dOING?
twi_clips\twi_clip_065.wav,Am I uprooting cassava?!
twi_clips\twi_clip_066.wav,®r uprooting-eoc©ya;m or harvesting plantain^
twi_clips\twi_clip_067.wav,A has great tragedy has befallen the family
twi_clips\twi_clip_068.wav,A has gr^a't tragedy has befallen-.the family
twi_clips\twi_clip_069.wav,yet you're geing to kill a shicken?!
twi_clips\twi_clip_070.wav,There Ts^nothing good in witchcraft!
twi_clips\twi_clip_071.wav,Am I a witch?
twi_clips\twi_clip_072.wav,. There is nothing good in witchcraft!
