Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,"﻿Woman,"
twi_clips\twi_clip_004.wav,"﻿You're a very nice girl, okay?"
twi_clips\twi_clip_005.wav,﻿I am interested in such ladies.
twi_clips\twi_clip_006.wav,﻿Pay me and let me go.
twi_clips\twi_clip_007.wav,﻿Humble yourself.
twi_clips\twi_clip_008.wav,﻿I want to dress you up.
twi_clips\twi_clip_009.wav,﻿I'll fix you up with chains and stuff.
twi_clips\twi_clip_010.wav,﻿Do you sell chains?
twi_clips\twi_clip_011.wav,﻿That's not it.
twi_clips\twi_clip_012.wav,﻿I won't buy some.
twi_clips\twi_clip_013.wav,﻿Do you understand?
twi_clips\twi_clip_014.wav,﻿Lord!
twi_clips\twi_clip_015.wav,﻿Selling is so provoking.
twi_clips\twi_clip_016.wav,﻿Anything that does not deserve to speak to you just goes ahead and do so.
twi_clips\twi_clip_017.wav,﻿I like you.
twi_clips\twi_clip_018.wav,"﻿Accept my proposal.

-1 am not that meek!"
twi_clips\twi_clip_019.wav,"﻿D .	1 ‘	ZW of/^ ^^ /^//^l,

Do you think I'm meek because I'm selling water?"
twi_clips\twi_clip_020.wav,﻿I am not meek.
twi_clips\twi_clip_021.wav,"﻿I , o ri.

a « »?1; ?■ la® sB I®

fol t^J,"
twi_clips\twi_clip_022.wav,"﻿If you fool around,"
twi_clips\twi_clip_023.wav,﻿
twi_clips\twi_clip_024.wav,﻿I'll come down to your level.
twi_clips\twi_clip_025.wav,"﻿

Have you lost your ^ijn^?!1"
twi_clips\twi_clip_026.wav,﻿
twi_clips\twi_clip_027.wav,﻿You bought water and instead of paying me
twi_clips\twi_clip_028.wav,﻿this is the nonsense you are telling me!
twi_clips\twi_clip_029.wav,﻿
twi_clips\twi_clip_030.wav,﻿Who will you dress up?
twi_clips\twi_clip_031.wav,﻿What will you do?
twi_clips\twi_clip_032.wav,﻿Get out of my sight!
twi_clips\twi_clip_033.wav,﻿You're mad!
twi_clips\twi_clip_034.wav,﻿See how unkempt he looks!
twi_clips\twi_clip_035.wav,﻿Dress yourself up before dressing me up!
twi_clips\twi_clip_036.wav,﻿
twi_clips\twi_clip_037.wav,﻿
twi_clips\twi_clip_038.wav,﻿
twi_clips\twi_clip_039.wav,"﻿Please, how much will you give me as change?"
twi_clips\twi_clip_040.wav,﻿You don't ave change with me.
twi_clips\twi_clip_041.wav,﻿I don't have change with you?.
twi_clips\twi_clip_042.wav,﻿No.
twi_clips\twi_clip_043.wav,﻿
twi_clips\twi_clip_044.wav,"﻿/r

i'

L

^f

'?"
twi_clips\twi_clip_045.wav,﻿Gentleman!
twi_clips\twi_clip_046.wav,﻿you don't have money as well?!
twi_clips\twi_clip_047.wav,﻿Give my water to me.
twi_clips\twi_clip_048.wav,﻿Give my water to me.
twi_clips\twi_clip_049.wav,﻿^S^^fe^lS
twi_clips\twi_clip_050.wav,﻿’j ; C^^^fe.^lfit^^ ^^'^^
twi_clips\twi_clip_051.wav,﻿:■ W ''< i ^^'^$P§SlS^^^2^’ '-• ^ ? >:- _	_.• --•■jzjr'.idjq;. j-V' ;f
twi_clips\twi_clip_052.wav,"﻿;> / ■<,/7T^£j.Y'air<^ £32313it*"
twi_clips\twi_clip_053.wav,﻿
twi_clips\twi_clip_054.wav,﻿hy did you make us pass here when you know there's a ditch .
twi_clips\twi_clip_055.wav,"﻿This is the only way, mother."
twi_clips\twi_clip_056.wav,"﻿Take it easy, mother."
twi_clips\twi_clip_057.wav,﻿You seem to be in a hurry.
twi_clips\twi_clip_058.wav,﻿This is not such a safe place.
twi_clips\twi_clip_059.wav,﻿There's a little steep here so be careful.
