Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,﻿
twi_clips\twi_clip_002.wav,﻿
twi_clips\twi_clip_003.wav,﻿
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿
twi_clips\twi_clip_008.wav,﻿
twi_clips\twi_clip_009.wav,﻿
twi_clips\twi_clip_010.wav,﻿
twi_clips\twi_clip_011.wav,﻿^/
twi_clips\twi_clip_012.wav,﻿
twi_clips\twi_clip_013.wav,﻿
twi_clips\twi_clip_014.wav,﻿5
twi_clips\twi_clip_015.wav,﻿
twi_clips\twi_clip_016.wav,﻿
twi_clips\twi_clip_017.wav,﻿
twi_clips\twi_clip_018.wav,﻿
twi_clips\twi_clip_019.wav,﻿What is wrong with you ?
twi_clips\twi_clip_020.wav,﻿was looking for
twi_clips\twi_clip_021.wav,﻿was looking for you.
twi_clips\twi_clip_022.wav,﻿I came out and stood here without you seeing me.
twi_clips\twi_clip_023.wav,﻿I came out and stood here without you seeing me.
twi_clips\twi_clip_024.wav,﻿I came out and stood here without you seeing me.
twi_clips\twi_clip_025.wav,﻿What is wrong with you ?
twi_clips\twi_clip_026.wav,﻿When I went to the Hospital ?
twi_clips\twi_clip_027.wav,﻿
twi_clips\twi_clip_028.wav,﻿Am your father and we have lived together since you were a child.
twi_clips\twi_clip_029.wav,﻿If you're troubled am the only one you can tell.
twi_clips\twi_clip_030.wav,﻿You can't tell a stranger/ Tell me what the problem is.
twi_clips\twi_clip_031.wav,﻿You can't tell a stranger/ Tell me what the problem is.
twi_clips\twi_clip_032.wav,﻿You can't tell a stranger/ Tell me what the problem is.
twi_clips\twi_clip_033.wav,﻿For me to help What is wrong with you ?
twi_clips\twi_clip_034.wav,﻿The Doctor says/
twi_clips\twi_clip_035.wav,﻿What did the Doctor say ? - He said am pregnant/
twi_clips\twi_clip_036.wav,﻿
twi_clips\twi_clip_037.wav,"﻿

r"
twi_clips\twi_clip_038.wav,﻿
twi_clips\twi_clip_039.wav,﻿r
twi_clips\twi_clip_040.wav,﻿
twi_clips\twi_clip_041.wav,﻿
twi_clips\twi_clip_042.wav,﻿What I said has happened.
twi_clips\twi_clip_043.wav,﻿
twi_clips\twi_clip_044.wav,﻿
twi_clips\twi_clip_045.wav,﻿Are you pregnant now ?
twi_clips\twi_clip_046.wav,﻿The Doctor said you're pregnant and you also confirmed it.
twi_clips\twi_clip_047.wav,﻿It has come to pass.
twi_clips\twi_clip_048.wav,﻿It has come to pass.
twi_clips\twi_clip_049.wav,﻿It has come to pass.
twi_clips\twi_clip_050.wav,﻿Am even suprised.
twi_clips\twi_clip_051.wav,﻿
twi_clips\twi_clip_052.wav,﻿4
twi_clips\twi_clip_053.wav,﻿The job is hit and run.
twi_clips\twi_clip_054.wav,"﻿That should be jackpot business.

-No/"
twi_clips\twi_clip_055.wav,﻿Hit and run means.
twi_clips\twi_clip_056.wav,﻿Let's take a look at Kejetia.
twi_clips\twi_clip_057.wav,﻿A lot of people walk there.
twi_clips\twi_clip_058.wav,﻿Some women have purse and phones.
twi_clips\twi_clip_059.wav,﻿All you do is to snatch their Purse and run.
twi_clips\twi_clip_060.wav,﻿That's why I asked if you know how to run ?
twi_clips\twi_clip_061.wav,﻿That means the job is about stealing.
twi_clips\twi_clip_062.wav,﻿It's not really thievery but smartness.
twi_clips\twi_clip_063.wav,﻿It#s the brain.
twi_clips\twi_clip_064.wav,﻿If the brain doesn't work the body becomes tired.
twi_clips\twi_clip_065.wav,﻿I don't have that strenth.
twi_clips\twi_clip_066.wav,﻿hat if am caught
twi_clips\twi_clip_067.wav,﻿You're not serious about making money.
