Twi Audio Clip,English Text
twi_clips\twi_clip_001.wav,"﻿V 1

.6

♦"
twi_clips\twi_clip_002.wav,"﻿*

^ If"
twi_clips\twi_clip_003.wav,﻿
twi_clips\twi_clip_004.wav,﻿
twi_clips\twi_clip_005.wav,﻿w^
twi_clips\twi_clip_006.wav,﻿
twi_clips\twi_clip_007.wav,﻿
twi_clips\twi_clip_008.wav,"﻿1 tz

+"
twi_clips\twi_clip_009.wav,﻿I know the number of a certain guy who proposed to me back in the village.
twi_clips\twi_clip_010.wav,﻿I can call him.
twi_clips\twi_clip_011.wav,﻿
twi_clips\twi_clip_012.wav,"﻿

♦

k"
twi_clips\twi_clip_013.wav,﻿
twi_clips\twi_clip_014.wav,﻿N^#
twi_clips\twi_clip_015.wav,﻿
twi_clips\twi_clip_016.wav,﻿He didn't answer.
twi_clips\twi_clip_017.wav,﻿Let metryitagain.
twi_clips\twi_clip_018.wav,"﻿No, there aren't a lot of phones at the village."
twi_clips\twi_clip_019.wav,﻿How ar^you?
twi_clips\twi_clip_020.wav,"﻿It's me, Achiaa."
twi_clips\twi_clip_021.wav,﻿I've missed you too.
twi_clips\twi_clip_022.wav,﻿Do you know something?
twi_clips\twi_clip_023.wav,"﻿Please, I'm missed you too but we'll talk again tonight."
twi_clips\twi_clip_024.wav,﻿This is my friend's phone so call me on it.
twi_clips\twi_clip_025.wav,﻿But please take the phone to my sister and mother so that I'd talk to them.
twi_clips\twi_clip_026.wav,"﻿Yes, right now!"
twi_clips\twi_clip_027.wav,﻿Why should I say I love you?
twi_clips\twi_clip_028.wav,﻿Hurry!
twi_clips\twi_clip_029.wav,﻿
twi_clips\twi_clip_030.wav,﻿He's not my boyfriend.
twi_clips\twi_clip_031.wav,﻿He's this scary guy.
twi_clips\twi_clip_032.wav,﻿His hair smells so badly.
twi_clips\twi_clip_033.wav,﻿He'll call back in a bit.
twi_clips\twi_clip_034.wav,"﻿Yes, he'll call when he gets there."
twi_clips\twi_clip_035.wav,﻿[KNOCKING]
twi_clips\twi_clip_036.wav,﻿[KNOCKING]
twi_clips\twi_clip_037.wav,﻿
twi_clips\twi_clip_038.wav,﻿[KNOCKING]
twi_clips\twi_clip_039.wav,﻿
twi_clips\twi_clip_040.wav,﻿How are you?
twi_clips\twi_clip_041.wav,﻿I'm fine by God's grace and you?
twi_clips\twi_clip_042.wav,﻿Where's your mother?
twi_clips\twi_clip_043.wav,﻿She's here.
twi_clips\twi_clip_044.wav,﻿Your sister called and wants to talk to you.
twi_clips\twi_clip_045.wav,﻿My sister has called?!
twi_clips\twi_clip_046.wav,﻿Don't let your mother know I'm thfe One.
twi_clips\twi_clip_047.wav,﻿She wants to talk to you'.
twi_clips\twi_clip_048.wav,"﻿Okay, excuse me."
twi_clips\twi_clip_049.wav,﻿Mother!
twi_clips\twi_clip_050.wav,﻿Sister has called!
twi_clips\twi_clip_051.wav,﻿Sister has called.
twi_clips\twi_clip_052.wav,﻿Where is she?
twi_clips\twi_clip_053.wav,﻿She's on hold.
twi_clips\twi_clip_054.wav,﻿My daughter.
twi_clips\twi_clip_055.wav,﻿Where's she?
twi_clips\twi_clip_056.wav,﻿She's on hold.
twi_clips\twi_clip_057.wav,﻿Don’t let her know it's me.
twi_clips\twi_clip_058.wav,﻿
twi_clips\twi_clip_059.wav,﻿
twi_clips\twi_clip_060.wav,﻿Gome anti sit down.
twi_clips\twi_clip_061.wav,﻿
twi_clips\twi_clip_062.wav,﻿Bring it ba'ck a little.
twi_clips\twi_clip_063.wav,﻿*
twi_clips\twi_clip_064.wav,﻿Sister has called.
twi_clips\twi_clip_065.wav,﻿Give the phone to henzx
twi_clips\twi_clip_066.wav,"﻿

Please, Gall her/"
twi_clips\twi_clip_067.wav,﻿
twi_clips\twi_clip_068.wav,﻿
twi_clips\twi_clip_069.wav,﻿
twi_clips\twi_clip_070.wav,﻿It's ringing!
twi_clips\twi_clip_071.wav,﻿It's him!
twi_clips\twi_clip_072.wav,﻿He's there already!
twi_clips\twi_clip_073.wav,﻿This guy is so foolish!
twi_clips\twi_clip_074.wav,﻿It's because I said I love you to him.
twi_clips\twi_clip_075.wav,﻿
twi_clips\twi_clip_076.wav,﻿
twi_clips\twi_clip_077.wav,﻿
twi_clips\twi_clip_078.wav,﻿■ ^ jO
twi_clips\twi_clip_079.wav,﻿How are you?
twi_clips\twi_clip_080.wav,﻿I've missed you so much.
twi_clips\twi_clip_081.wav,﻿Give it me.
twi_clips\twi_clip_082.wav,"﻿No mom, let me talk a while."
twi_clips\twi_clip_083.wav,﻿Give it to me!
twi_clips\twi_clip_084.wav,﻿Mother!
twi_clips\twi_clip_085.wav,"﻿My daughter, how are you?"
twi_clips\twi_clip_086.wav,﻿I've missed you so much.
twi_clips\twi_clip_087.wav,"﻿Mother, how are you?"
